Equipo,Tiempo,Fecha,Jornada,Goals,Ball possession,Expected goals,Big chances,Total shots,Goalkeeper saves,Corner kicks,Fouls,Passes,Tackles,Free kicks,Yellow cards,Red cards,Shots on target,Hit woodwork,Shots off target,Blocked shots,Shots inside box,Shots outside box,Big chances scored,Big chances missed,Through balls,Touches in penalty area,Fouled in final third,Offsides,Accurate passes,Throw-ins,Final third entries,Final third phase,Long balls,Crosses,Duels,Dispossessed,Ground duels,Aerial duels,Dribbles,Tackles won,Total tackles,Interceptions,Recoveries,Clearances,Errors lead to a shot,Total saves,Goals prevented,Big saves,High claims,Punches,Goal kicks
"Local - Monza vs Torino","1ST","13/08/2022","1","0","55%","0.31","0","7","2","0","0","218","6","10","0","0","2","0","4","1","1","6","0","0","0","0","3","0","180","8","20","0","12/28 (43%)","1/5 (20%)","53%","7","20/37 (54%)","3/6 (50%)","4/6 (67%)","67%","6","5","0","7","0","2","0","0","0","0","0"
"Visita - Monza vs Torino","1ST","13/08/2022","1","1","45%","0.66","2","6","2","5","0","169","9","3","2","0","3","0","0","3","5","1","1","1","1","0","0","2","136","6","19","0","7/21 (33%)","3/12 (25%)","47%","2","17/37 (46%)","3/6 (50%)","5/9 (56%)","33%","9","1","0","6","0","2","0","0","0","0","7"
"Local - Monza vs Torino","2ND","13/08/2022","1","1","53%","1.05","1","8","2","2","0","229","7","7","1","0","2","0","3","3","4","4","1","0","0","0","0","1","185","8","25","0","17/31 (55%)","4/9 (44%)","62%","4","18/28 (64%)","5/9 (56%)","4/5 (80%)","57%","7","6","0","7","0","2","0","0","0","0","4"
"Visita - Monza vs Torino","2ND","13/08/2022","1","1","47%","1.50","4","7","1","2","0","208","5","3","0","0","3","0","3","1","7","0","1","3","0","0","0","3","171","8","25","0","10/22 (45%)","1/4 (25%)","38%","3","10/28 (36%)","4/9 (44%)","2/6 (33%)","40%","5","4","0","5","0","1","0","0","0","0","3"
"Local - Fiorentina vs Cremonese","ALL","14/08/2022","1","3","75%","2.12","1","28","2","11","10","569","12","18","0","0","11","0","7","10","21","7","0","1","0","0","5","1","507","15","53","0","76/96 (79%)","12/35 (34%)","55%","15","37/76 (49%)","27/40 (68%)","7/16 (44%)","58%","12","6","0","10","0","2","-0.84","0","0","0","3"
"Visita - Fiorentina vs Cremonese","ALL","14/08/2022","1","2","25%","1.30","2","13","8","4","19","191","24","9","3","1","4","1","3","6","9","4","1","1","0","0","3","1","121","10","46","0","7/43 (16%)","4/13 (31%)","45%","4","39/76 (51%)","13/40 (33%)","6/14 (43%)","42%","24","7","0","25","0","8","-0.53","0","0","0","9"
"Local - Fiorentina vs Cremonese","1ST","14/08/2022","1","2","71%","0.92","1","14","0","5","0","250","6","8","0","0","5","0","3","6","11","3","0","1","0","0","1","1","216","7","23","0","43/55 (78%)","6/20 (30%)","54%","6","17/34 (50%)","15/25 (60%)","3/8 (38%)","83%","6","4","0","3","0","0","0","0","0","0","1"
"Visita - Fiorentina vs Cremonese","1ST","14/08/2022","1","1","29%","0.25","0","4","3","2","0","103","11","3","1","1","1","0","0","3","3","1","0","0","0","0","0","1","66","5","28","0","4/17 (24%)","3/8 (38%)","46%","1","17/34 (50%)","10/25 (40%)","3/8 (38%)","36%","11","3","0","13","0","3","0","0","0","0","3"
"Local - Fiorentina vs Cremonese","2ND","14/08/2022","1","1","78%","1.21","0","14","2","6","0","319","6","10","0","0","6","0","4","4","10","4","0","0","0","0","4","0","291","8","30","0","33/41 (80%)","6/15 (40%)","56%","9","20/42 (48%)","12/15 (80%)","4/8 (50%)","33%","6","2","0","7","0","2","0","0","0","0","2"
"Visita - Fiorentina vs Cremonese","2ND","14/08/2022","1","1","22%","1.05","2","9","5","2","0","88","13","6","2","0","3","1","3","3","6","3","1","1","0","0","3","0","55","5","18","0","3/26 (12%)","1/5 (20%)","44%","3","22/42 (52%)","3/15 (20%)","3/6 (50%)","46%","13","4","0","12","0","5","0","0","0","0","6"
"Local - Lazio vs Bologna","ALL","14/08/2022","1","2","41%","0.66","1","9","2","3","11","307","15","18","2","1","6","0","2","1","4","5","1","0","1","0","2","3","247","21","28","0","28/49 (57%)","3/10 (30%)","51%","8","39/75 (52%)","8/17 (47%)","7/15 (47%)","53%","15","4","0","9","0","2","0.40","0","0","0","5"
"Visita - Lazio vs Bologna","ALL","14/08/2022","1","1","59%","1.59","2","11","5","2","18","450","13","10","6","1","3","0","6","2","5","6","1","1","1","0","2","2","387","18","50","0","27/53 (51%)","3/10 (30%)","47%","9","33/72 (46%)","9/17 (53%)","10/16 (63%)","31%","13","8","0","18","0","5","-0.35","0","0","0","5"
"Local - Lazio vs Bologna","1ST","14/08/2022","1","0","36%","0.17","0","4","1","1","0","134","6","10","0","1","3","0","1","0","2","2","0","0","0","0","0","1","106","6","14","0","13/27 (48%)","1/2 (50%)","55%","6","19/34 (56%)","4/8 (50%)","3/7 (43%)","67%","6","4","0","2","0","1","0","0","0","0","3"
"Visita - Lazio vs Bologna","1ST","14/08/2022","1","1","64%","1.38","2","6","3","1","0","233","8","2","4","1","2","0","4","0","4","2","1","1","1","0","2","2","203","11","31","0","10/21 (48%)","2/5 (40%)","43%","3","13/32 (41%)","4/8 (50%)","3/6 (50%)","38%","8","3","0","3","0","3","0","0","0","0","3"
"Local - Lazio vs Bologna","2ND","14/08/2022","1","2","45%","0.50","1","5","1","2","0","173","9","8","2","0","3","0","1","1","2","3","1","0","1","0","2","2","141","15","14","0","15/22 (68%)","2/8 (25%)","48%","2","20/41 (49%)","4/9 (44%)","4/8 (50%)","44%","9","0","0","7","0","1","0","0","0","0","2"
"Visita - Lazio vs Bologna","2ND","14/08/2022","1","0","55%","0.21","0","5","2","1","0","217","5","8","2","0","1","0","2","2","1","4","0","0","0","0","0","0","184","7","19","0","17/32 (53%)","1/5 (20%)","51%","6","20/40 (50%)","5/9 (56%)","7/10 (70%)","20%","5","5","0","15","0","2","0","0","0","0","2"
"Local - Salernitana vs AS Roma","ALL","14/08/2022","1","0","52%","0.61","0","13","3","4","18","449","16","8","3","0","2","0","5","6","4","9","0","0","0","0","3","1","375","13","53","0","23/51 (45%)","5/11 (45%)","41%","7","30/72 (42%)","7/19 (37%)","6/16 (38%)","38%","16","9","0","12","0","3","0.86","0","0","0","11"
"Visita - Salernitana vs AS Roma","ALL","14/08/2022","1","1","48%","2.42","6","20","2","2","9","418","17","18","2","0","5","2","9","6","14","6","0","6","2","0","3","3","345","19","39","0","22/47 (47%)","2/9 (22%)","59%","10","42/72 (58%)","12/19 (63%)","8/14 (57%)","35%","17","9","0","9","0","2","0.06","0","0","0","8"
"Local - Salernitana vs AS Roma","1ST","14/08/2022","1","0","43%","0.29","0","5","2","2","0","186","8","1","3","0","2","0","1","2","1","4","0","0","0","0","0","0","149","6","20","0","9/22 (41%)","1/4 (25%)","33%","3","12/33 (36%)","1/7 (14%)","3/7 (43%)","38%","8","6","0","6","0","2","0","0","0","0","5"
"Visita - Salernitana vs AS Roma","1ST","14/08/2022","1","1","57%","1.58","5","12","2","2","0","245","7","11","0","0","4","1","5","3","8","4","0","5","1","0","3","0","209","11","24","0","11/22 (50%)","2/5 (40%)","67%","5","21/33 (64%)","6/7 (86%)","3/6 (50%)","14%","7","6","0","4","0","2","0","0","0","0","3"
"Local - Salernitana vs AS Roma","2ND","14/08/2022","1","0","61%","0.32","0","8","1","2","0","263","8","7","0","0","0","0","4","4","3","5","0","0","0","0","3","1","226","7","33","0","14/29 (48%)","4/7 (57%)","47%","4","18/39 (46%)","6/12 (50%)","3/9 (33%)","38%","8","3","0","6","0","1","0","0","0","0","6"
"Visita - Salernitana vs AS Roma","2ND","14/08/2022","1","0","39%","0.84","1","8","0","0","0","173","10","7","2","0","1","1","4","3","6","2","0","1","1","0","0","3","136","8","15","0","11/25 (44%)","0/4 (0%)","53%","5","21/39 (54%)","6/12 (50%)","5/8 (63%)","50%","10","3","0","5","0","0","0","0","0","0","5"
"Local - Spezia vs Empoli","ALL","14/08/2022","1","1","41%","0.46","2","9","5","6","15","355","23","8","2","0","2","0","6","1","4","5","1","1","1","0","2","3","275","18","47","0","27/57 (47%)","3/21 (14%)","45%","6","36/74 (49%)","3/12 (25%)","5/13 (38%)","43%","23","17","0","27","0","5","0.28","0","0","0","8"
"Visita - Spezia vs Empoli","ALL","14/08/2022","1","0","59%","0.71","0","18","1","4","8","519","14","13","1","0","5","0","8","5","9","9","0","0","0","0","3","1","416","32","56","0","38/64 (59%)","4/28 (14%)","55%","14","38/74 (51%)","9/12 (75%)","11/20 (55%)","71%","14","10","0","16","0","1","-0.44","0","0","0","7"
"Local - Spezia vs Empoli","1ST","14/08/2022","1","1","52%","0.38","2","6","3","4","0","217","13","5","1","0","2","0","3","1","4","2","1","1","1","0","1","2","178","12","29","0","15/30 (50%)","2/12 (17%)","50%","2","18/32 (56%)","1/6 (17%)","0/2 (0%)","46%","13","8","0","6","0","3","0","0","0","0","3"
"Visita - Spezia vs Empoli","1ST","14/08/2022","1","0","48%","0.31","0","7","1","2","0","204","4","6","1","0","3","0","3","1","4","3","0","0","0","0","1","0","154","12","18","0","19/38 (50%)","1/5 (20%)","50%","9","14/32 (44%)","5/6 (83%)","4/8 (50%)","75%","4","6","0","8","0","1","0","0","0","0","4"
"Local - Spezia vs Empoli","2ND","14/08/2022","1","0","30%","0.07","0","3","2","2","0","138","10","3","1","0","0","0","3","0","0","3","0","0","0","0","1","1","97","6","18","0","12/27 (44%)","1/9 (11%)","42%","4","18/42 (43%)","2/6 (33%)","5/11 (45%)","40%","10","9","0","21","0","2","0","0","0","0","5"
"Visita - Spezia vs Empoli","2ND","14/08/2022","1","0","70%","0.41","0","11","0","2","0","315","10","7","0","0","2","0","5","4","5","6","0","0","0","0","2","1","262","20","38","0","19/26 (73%)","3/23 (13%)","58%","5","24/42 (57%)","4/6 (67%)","7/12 (58%)","70%","10","4","0","8","0","0","0","0","0","0","3"
"Local - Hellas Verona vs SSC Napoli","ALL","15/08/2022","1","2","34%","1.09","2","6","3","4","15","260","19","6","2","0","3","0","3","0","5","1","2","0","0","0","2","1","187","11","35","0","19/50 (38%)","4/14 (29%)","45%","6","33/65 (51%)","9/29 (31%)","8/13 (62%)","53%","19","9","0","20","0","3","-2.43","0","0","0","14"
"Visita - Hellas Verona vs SSC Napoli","ALL","15/08/2022","1","5","66%","2.45","4","25","1","8","6","516","11","14","2","0","8","1","11","6","20","5","3","1","1","0","3","2","441","17","53","0","30/44 (68%)","8/20 (40%)","55%","8","32/65 (49%)","20/29 (69%)","7/18 (39%)","64%","11","12","0","12","0","1","-0.49","0","0","0","5"
"Local - Hellas Verona vs SSC Napoli","1ST","15/08/2022","1","1","20%","0.68","1","3","2","1","0","84","13","0","1","0","2","0","1","0","2","1","1","0","0","0","0","1","54","5","10","0","5/24 (21%)","1/1 (100%)","33%","4","14/33 (42%)","1/13 (8%)","1/3 (33%)","54%","13","6","0","16","0","2","0","0","0","0","9"
"Visita - Hellas Verona vs SSC Napoli","1ST","15/08/2022","1","2","80%","1.40","3","17","1","5","0","327","6","10","0","0","4","1","7","6","12","5","2","1","0","0","2","0","288","12","41","0","19/22 (86%)","5/14 (36%)","67%","4","19/33 (58%)","12/13 (92%)","3/12 (25%)","50%","6","5","0","2","0","1","0","0","0","0","0"
"Local - Hellas Verona vs SSC Napoli","2ND","15/08/2022","1","1","49%","0.41","1","3","1","3","0","176","6","6","1","0","1","0","2","0","3","0","1","0","0","0","2","0","133","6","25","0","14/26 (54%)","3/13 (23%)","56%","2","19/32 (59%)","8/16 (50%)","7/10 (70%)","50%","6","3","0","4","0","1","0","0","0","0","5"
"Visita - Hellas Verona vs SSC Napoli","2ND","15/08/2022","1","3","51%","1.04","1","8","0","3","0","189","5","4","2","0","4","0","4","0","8","0","1","0","1","0","1","2","153","5","12","0","11/22 (50%)","3/6 (50%)","44%","4","13/32 (41%)","8/16 (50%)","4/6 (67%)","80%","5","7","0","10","0","0","0","0","0","0","5"
"Local - Juventus vs Sassuolo","ALL","15/08/2022","1","3","42%","1.99","2","14","7","3","7","384","10","5","1","0","4","0","7","3","11","3","2","0","0","0","1","4","322","14","32","0","24/52 (46%)","4/11 (36%)","48%","5","23/46 (50%)","5/12 (42%)","8/12 (67%)","50%","10","12","0","18","0","7","1.38","0","0","0","8"
"Visita - Juventus vs Sassuolo","ALL","15/08/2022","1","0","58%","0.94","1","19","1","2","5","531","9","7","3","0","7","0","6","6","5","14","0","1","0","0","1","2","477","21","69","0","39/53 (74%)","4/14 (29%)","52%","7","23/46 (50%)","7/12 (58%)","7/10 (70%)","89%","9","7","0","10","0","1","-0.99","0","0","0","13"
"Local - Juventus vs Sassuolo","1ST","15/08/2022","1","2","44%","1.05","1","6","4","1","0","197","7","3","1","0","3","0","3","0","4","2","1","0","0","0","1","3","164","4","18","0","14/31 (45%)","2/4 (50%)","52%","2","13/25 (52%)","2/4 (50%)","3/5 (60%)","71%","7","7","0","7","0","4","0","0","0","0","3"
"Visita - Juventus vs Sassuolo","1ST","15/08/2022","1","0","56%","0.50","1","8","1","0","0","256","4","5","2","0","4","0","3","1","1","7","0","1","0","0","1","2","229","9","31","0","16/25 (64%)","0/3 (0%)","48%","5","12/25 (48%)","2/4 (50%)","3/5 (60%)","75%","4","4","0","4","0","1","0","0","0","0","6"
"Local - Juventus vs Sassuolo","2ND","15/08/2022","1","1","41%","0.94","1","8","3","2","0","187","3","2","0","0","1","0","4","3","7","1","1","0","0","0","0","1","158","10","14","0","10/21 (48%)","2/7 (29%)","45%","3","10/21 (48%)","3/8 (38%)","5/7 (71%)","0%","3","5","0","11","0","3","0","0","0","0","5"
"Visita - Juventus vs Sassuolo","2ND","15/08/2022","1","0","59%","0.44","0","11","0","2","0","275","5","2","1","0","3","0","3","5","4","7","0","0","0","0","0","0","248","12","38","0","23/28 (82%)","4/11 (36%)","55%","2","11/21 (52%)","5/8 (63%)","4/5 (80%)","100%","5","3","0","6","0","0","0","0","0","0","7"
"Local - Torino vs Lazio","ALL","20/08/2022","2","0","54%","0.66","1","10","2","6","11","483","7","11","0","0","1","0","7","2","6","4","0","1","0","0","3","4","403","19","69","0","26/60 (43%)","6/16 (38%)","51%","6","31/62 (50%)","18/34 (53%)","13/24 (54%)","86%","7","8","0","10","0","2","0.16","0","0","0","4"
"Visita - Torino vs Lazio","ALL","20/08/2022","2","0","46%","0.79","1","7","1","4","12","427","17","11","5","0","2","0","2","3","5","2","0","1","0","0","2","0","335","12","51","0","34/78 (44%)","0/9 (0%)","49%","4","31/62 (50%)","16/34 (47%)","3/6 (50%)","76%","17","6","0","16","0","1","0.03","0","0","0","14"
"Local - Torino vs Lazio","1ST","20/08/2022","2","0","53%","0.40","1","5","1","3","0","267","3","4","0","0","0","0","3","2","3","2","0","1","0","0","1","3","232","9","33","0","11/26 (42%)","3/8 (38%)","50%","2","13/26 (50%)","8/16 (50%)","6/12 (50%)","100%","3","5","0","1","0","1","0","0","0","0","0"
"Visita - Torino vs Lazio","1ST","20/08/2022","2","0","47%","0.04","1","1","0","0","0","241","8","5","0","0","1","0","0","0","1","0","0","1","0","0","0","0","197","7","23","0","19/41 (46%)","0/1 (0%)","50%","2","13/26 (50%)","8/16 (50%)","0/1 (0%)","88%","8","3","0","7","0","0","0","0","0","0","8"
"Local - Torino vs Lazio","2ND","20/08/2022","2","0","54%","0.26","0","5","1","3","0","216","4","7","0","0","1","0","4","0","3","2","0","0","0","0","2","1","171","10","36","0","15/34 (44%)","3/8 (38%)","52%","4","18/36 (50%)","10/18 (56%)","7/12 (58%)","75%","4","3","0","9","0","1","0","0","0","0","4"
"Visita - Torino vs Lazio","2ND","20/08/2022","2","0","46%","0.74","0","6","1","4","0","186","9","6","5","0","1","0","2","3","4","2","0","0","0","0","2","0","138","5","28","0","15/37 (41%)","0/8 (0%)","48%","2","18/36 (50%)","8/18 (44%)","3/5 (60%)","67%","9","3","0","9","0","1","0","0","0","0","6"
"Local - Udinese vs Salernitana","ALL","20/08/2022","2","0","47%","1.22","2","15","6","6","9","377","18","11","2","1","2","1","5","8","10","5","0","2","0","0","2","0","281","32","44","0","24/54 (44%)","2/11 (18%)","60%","9","47/76 (62%)","12/23 (52%)","18/24 (75%)","56%","18","7","0","18","0","6","2.31","0","0","0","10"
"Visita - Udinese vs Salernitana","ALL","20/08/2022","2","0","53%","1.63","3","17","2","6","12","412","15","8","4","0","6","0","8","3","11","6","0","3","0","0","1","1","337","21","61","0","41/69 (59%)","5/26 (19%)","40%","7","29/76 (38%)","11/23 (48%)","6/17 (35%)","60%","15","14","0","16","0","2","0.47","0","0","0","9"
"Local - Udinese vs Salernitana","1ST","20/08/2022","2","0","50%","0.92","2","9","3","2","0","203","8","4","2","1","2","1","2","5","9","0","0","2","0","0","1","0","160","14","22","0","7/19 (37%)","2/7 (29%)","56%","5","22/40 (55%)","7/12 (58%)","10/13 (77%)","38%","8","5","0","9","0","3","0","0","0","0","4"
"Visita - Udinese vs Salernitana","1ST","20/08/2022","2","0","50%","1.22","3","9","2","3","0","201","8","7","1","0","3","0","4","2","6","3","0","3","0","0","1","0","154","10","32","0","20/37 (54%)","3/11 (27%)","44%","5","18/40 (45%)","5/12 (42%)","3/6 (50%)","50%","8","4","0","7","0","2","0","0","0","0","3"
"Local - Udinese vs Salernitana","2ND","20/08/2022","2","0","44%","0.31","0","6","3","4","0","174","10","7","0","0","0","0","3","3","1","5","0","0","0","0","1","0","121","18","22","0","17/35 (49%)","0/4 (0%)","64%","4","25/36 (69%)","5/11 (45%)","8/11 (73%)","70%","10","2","0","9","0","3","0","0","0","0","6"
"Visita - Udinese vs Salernitana","2ND","20/08/2022","2","0","56%","0.42","0","8","0","3","0","211","7","1","3","0","3","0","4","1","5","3","0","0","0","0","0","1","183","11","29","0","21/32 (66%)","2/15 (13%)","36%","2","11/36 (31%)","6/11 (55%)","3/11 (27%)","71%","7","10","0","9","0","0","0","0","0","0","6"
"Local - Inter vs Spezia","ALL","20/08/2022","2","3","55%","2.11","4","19","0","10","11","503","17","7","0","0","8","1","8","3","14","5","1","3","2","37","2","5","446","18","51","82/110 (75%)","40/60 (67%)","5/21 (24%)","54%","7","31/56 (55%)","5/11 (45%)","7/14 (50%)","65%","17","8","0","6","0","0","0.00","0","1","0","7"
"Visita - Inter vs Spezia","ALL","20/08/2022","2","0","45%","0.49","1","2","5","4","7","420","14","9","0","0","0","0","1","1","2","0","0","1","0","13","1","1","355","27","35","66/97 (68%)","12/33 (36%)","4/11 (36%)","46%","11","25/56 (45%)","6/11 (55%)","2/8 (25%)","57%","14","7","0","17","0","5","-0.22","2","3","1","10"
"Local - Inter vs Spezia","1ST","20/08/2022","2","1","64%","1.36","3","13","0","7","0","266","8","4","0","0","5","1","6","2","9","4","0","3","0","0","2","4","243","10","31","0","22/29 (76%)","4/17 (24%)","48%","5","13/25 (52%)","3/8 (38%)","1/5 (20%)","75%","8","3","0","1","0","0","0","0","0","0","4"
"Visita - Inter vs Spezia","1ST","20/08/2022","2","0","36%","0.00","0","0","4","2","0","154","9","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","120","9","15","0","7/20 (35%)","1/3 (33%)","52%","6","12/25 (48%)","5/8 (63%)","1/3 (33%)","56%","9","4","0","14","0","4","0","0","0","0","7"
"Local - Inter vs Spezia","2ND","20/08/2022","2","2","47%","0.75","1","6","0","3","0","237","9","3","0","0","3","0","2","1","5","1","1","0","2","0","0","1","203","8","20","0","18/31 (58%)","1/4 (25%)","59%","2","18/31 (58%)","2/3 (67%)","6/9 (67%)","56%","9","5","0","5","0","0","0","0","0","0","3"
"Visita - Inter vs Spezia","2ND","20/08/2022","2","0","53%","0.49","1","2","1","2","0","266","5","7","0","0","0","0","1","1","2","0","0","1","0","0","1","0","235","18","20","0","5/13 (38%)","3/8 (38%)","41%","5","13/31 (42%)","1/3 (33%)","1/5 (20%)","60%","5","3","0","3","0","1","0","0","0","0","3"
"Local - Sassuolo vs Lecce","ALL","20/08/2022","2","1","59%","0.63","1","12","1","5","14","511","4","11","5","0","3","0","4","5","5","7","0","1","1","18","3","0","439","30","45","83/124 (67%)","47/64 (73%)","2/13 (15%)","39%","15","24/62 (39%)","7/18 (39%)","9/12 (75%)","50%","4","8","0","11","1","1","0.08","1","4","0","11"
