Equipo,Tiempo,Fecha,Jornada,Goals,Ball possession,Expected goals,Big chances,Total shots,Goalkeeper saves,Corner kicks,Fouls,Passes,Tackles,Free kicks,Yellow cards,Red cards,Shots on target,Hit woodwork,Shots off target,Blocked shots,Shots inside box,Shots outside box,Big chances scored,Big chances missed,Through balls,Touches in penalty area,Fouled in final third,Offsides,Accurate passes,Throw-ins,Final third entries,Final third phase,Long balls,Crosses,Duels,Dispossessed,Ground duels,Aerial duels,Dribbles,Tackles won,Total tackles,Interceptions,Recoveries,Clearances,Errors lead to a shot,Total saves,Goals prevented,Big saves,High claims,Punches,Goal kicks
"Visita - SSC Napoli vs Monza","ALL","29/12/2023","18","0","42%","1.37","1","8","9","1","21","360","20","8","4","1","3","0","2","3","7","1","0","1","1","15","1","2","290","13","15","35/52 (67%)","23/50 (46%)","5/8 (63%)","44%","5","30/67 (45%)","9/21 (43%)","2/6 (33%)","65%","20","9","40","26","0","9","1.70","3","1","0","11"
"Local - SSC Napoli vs Monza","1ST","29/12/2023","18","0","55%","0.89","1","11","0","3","0","269","6","11","0","0","2","0","5","4","8","3","0","1","0","0","3","0","233","13","34","0","22/28 (79%)","4/8 (50%)","63%","1","20/30 (67%)","4/8 (50%)","3/7 (43%)","83%","6","4","20","3","0","0","0","0","0","0","1"
"Visita - SSC Napoli vs Monza","1ST","29/12/2023","18","0","45%","0.06","0","2","2","1","0","218","5","3","1","0","0","0","1","1","2","0","0","0","0","0","0","0","182","4","7","0","11/22 (50%)","3/4 (75%)","37%","4","10/30 (33%)","4/8 (50%)","2/4 (50%)","80%","5","6","20","12","0","2","0","0","0","0","6"
"Local - SSC Napoli vs Monza","2ND","29/12/2023","18","0","62%","1.07","3","14","3","7","0","227","3","9","4","0","7","0","5","2","11","3","0","3","3","0","3","0","204","8","24","0","13/15 (87%)","6/18 (33%)","50%","9","17/37 (46%)","8/13 (62%)","5/11 (45%)","67%","3","3","23","5","0","3","0","0","0","0","2"
"Visita - SSC Napoli vs Monza","2ND","29/12/2023","18","0","38%","1.31","1","6","7","0","0","142","15","5","3","1","3","0","1","2","5","1","0","1","1","0","1","2","108","9","8","0","12/28 (43%)","2/4 (50%)","50%","1","20/37 (54%)","5/13 (38%)","0/2 (0%)","60%","15","3","20","14","0","7","0","0","0","0","5"
"Local - Genoa vs Inter","ALL","29/12/2023","18","1","48%","0.54","0","13","5","8","13","372","10","13","2","0","4","0","5","4","10","3","0","0","0","22","7","0","293","16","50","79/121 (65%)","18/50 (36%)","10/27 (37%)","51%","6","24/50 (48%)","16/28 (57%)","4/8 (50%)","60%","10","5","31","13","0","5","1.03","2","2","0","11"
"Visita - Genoa vs Inter","ALL","29/12/2023","18","1","52%","1.81","1","16","3","2","15","426","10","13","2","0","6","1","6","4","13","3","1","0","3","27","4","0","366","16","39","80/116 (69%)","16/38 (42%)","3/16 (19%)","49%","4","26/50 (52%)","12/28 (43%)","3/9 (33%)","50%","10","3","36","28","0","3","-0.33","0","1","1","5"
"Local - Genoa vs Inter","1ST","29/12/2023","18","1","56%","0.23","0","6","4","4","0","247","4","7","0","0","2","0","2","2","4","2","0","0","0","0","3","0","207","7","30","0","11/24 (46%)","4/15 (27%)","49%","4","12/23 (52%)","5/12 (42%)","1/3 (33%)","100%","4","1","15","7","0","4","0","0","0","0","4"
"Visita - Genoa vs Inter","1ST","29/12/2023","18","1","44%","1.27","1","10","1","0","0","207","6","5","0","0","5","1","3","2","8","2","1","0","2","0","0","0","174","8","16","0","4/16 (25%)","1/4 (25%)","51%","1","11/23 (48%)","7/12 (58%)","0/3 (0%)","50%","6","2","17","19","0","1","0","0","0","0","2"
"Local - Genoa vs Inter","2ND","29/12/2023","18","0","38%","0.31","0","7","1","4","0","125","6","6","2","0","2","0","3","2","6","1","0","0","0","0","4","0","86","9","20","0","7/26 (27%)","6/12 (50%)","53%","2","12/27 (44%)","11/16 (69%)","3/5 (60%)","33%","6","4","16","6","0","1","0","0","0","0","7"
"Visita - Genoa vs Inter","2ND","29/12/2023","18","0","62%","0.54","0","6","2","2","0","219","4","8","2","0","1","0","3","2","5","1","0","0","1","0","4","0","192","8","23","0","12/22 (55%)","2/12 (17%)","47%","3","15/27 (56%)","5/16 (31%)","3/6 (50%)","50%","4","1","19","9","0","2","0","0","0","0","3"
"Local - Lazio vs Frosinone","ALL","29/12/2023","18","3","55%","1.56","3","13","1","6","18","455","18","14","3","0","5","1","5","3","9","4","1","2","1","0","2","2","372","26","51","0","38/61 (62%)","6/17 (35%)","57%","6","48/87 (55%)","20/32 (63%)","17/29 (59%)","56%","18","11","58","14","0","1","0.02","0","0","0","5"
"Visita - Lazio vs Frosinone","ALL","29/12/2023","18","1","45%","1.13","1","11","2","2","15","384","18","16","2","0","2","0","5","4","4","7","1","0","0","0","3","0","298","25","28","0","23/59 (39%)","4/9 (44%)","43%","9","39/87 (45%)","12/32 (38%)","6/15 (40%)","44%","18","4","59","23","0","2","-1.04","0","0","0","3"
"Local - Lazio vs Frosinone","1ST","29/12/2023","18","0","56%","0.35","0","6","1","4","0","254","9","7","0","0","1","0","3","2","3","3","0","0","1","0","2","0","214","13","26","0","24/35 (69%)","3/8 (38%)","58%","4","23/42 (55%)","9/13 (69%)","8/17 (47%)","56%","9","6","29","7","0","1","0","0","0","0","5"
"Visita - Lazio vs Frosinone","1ST","29/12/2023","18","0","44%","0.23","0","5","1","1","0","196","13","6","0","0","1","0","4","0","3","2","0","0","0","0","0","0","151","13","13","0","13/31 (42%)","3/6 (50%)","42%","4","19/42 (45%)","4/13 (31%)","1/6 (17%)","54%","13","2","31","14","0","1","0","0","0","0","2"
"Local - Lazio vs Frosinone","2ND","29/12/2023","18","3","52%","1.21","3","7","0","2","0","201","9","7","3","0","4","1","2","1","6","1","1","2","0","0","0","2","158","13","25","0","14/26 (54%)","3/9 (33%)","56%","2","25/45 (56%)","11/19 (58%)","9/12 (75%)","56%","9","5","29","7","0","0","0","0","0","0","0"
"Visita - Lazio vs Frosinone","2ND","29/12/2023","18","1","48%","0.90","1","6","1","1","0","188","5","10","2","0","1","0","1","4","1","5","1","0","0","0","3","0","147","12","15","0","10/28 (36%)","1/3 (33%)","44%","5","20/45 (44%)","8/19 (42%)","5/9 (56%)","20%","5","2","28","9","0","1","0","0","0","0","1"
"Local - Atalanta vs Lecce","ALL","30/12/2023","18","1","62%","1.09","1","17","2","5","10","545","17","14","2","0","4","2","11","2","12","5","0","1","0","0","4","2","443","21","67","0","33/71 (46%)","7/23 (30%)","54%","11","34/72 (47%)","24/36 (67%)","3/12 (25%)","59%","17","15","62","16","0","2","0.08","0","0","0","12"
"Visita - Atalanta vs Lecce","ALL","30/12/2023","18","0","38%","1.22","3","15","2","6","16","319","20","9","2","0","2","0","10","3","6","9","0","3","2","0","1","3","230","18","48","0","31/68 (46%)","4/20 (20%)","46%","15","38/72 (53%)","12/36 (33%)","9/11 (82%)","60%","20","14","60","28","0","2","0.46","0","0","0","11"
"Local - Atalanta vs Lecce","1ST","30/12/2023","18","0","71%","0.32","0","8","1","2","0","332","8","7","1","0","1","1","5","2","5","3","0","0","0","0","2","0","282","13","33","0","18/40 (45%)","4/12 (33%)","51%","4","16/35 (46%)","9/14 (64%)","1/5 (20%)","75%","8","8","31","5","0","1","0","0","0","0","4"
"Visita - Atalanta vs Lecce","1ST","30/12/2023","18","0","29%","0.16","0","5","0","2","0","137","8","6","0","0","1","0","3","1","2","3","0","0","0","0","0","1","98","10","19","0","16/35 (46%)","1/5 (20%)","49%","7","19/35 (54%)","5/14 (36%)","5/6 (83%)","50%","8","9","26","13","0","0","0","0","0","0","6"
"Local - Atalanta vs Lecce","2ND","30/12/2023","18","1","53%","0.78","1","9","1","3","0","213","9","7","1","0","3","1","6","0","7","2","0","1","0","0","2","2","161","8","34","0","15/31 (48%)","3/11 (27%)","56%","7","18/37 (49%)","15/22 (68%)","2/7 (29%)","44%","9","7","31","11","0","1","0","0","0","0","8"
"Visita - Atalanta vs Lecce","2ND","30/12/2023","18","0","47%","1.06","3","10","2","4","0","182","12","3","2","0","1","0","7","2","4","6","0","3","2","0","1","2","132","8","29","0","15/33 (45%)","3/15 (20%)","44%","8","19/37 (51%)","7/22 (32%)","4/5 (80%)","67%","12","5","34","15","0","2","0","0","0","0","5"
"Local - Cagliari vs Empoli","ALL","30/12/2023","18","0","50%","1.77","1","14","1","8","18","329","15","17","1","0","3","0","9","2","10","4","0","1","0","0","3","3","230","25","65","0","42/81 (52%)","9/38 (24%)","50%","15","33/70 (47%)","31/58 (53%)","1/7 (14%)","53%","15","9","55","17","0","1","0.33","0","0","0","6"
"Visita - Cagliari vs Empoli","ALL","30/12/2023","18","0","50%","0.28","0","5","3","6","18","354","21","17","3","0","1","0","3","1","3","2","0","0","0","0","3","3","254","16","55","0","36/83 (43%)","2/16 (13%)","50%","7","37/70 (53%)","27/58 (47%)","1/9 (11%)","48%","21","7","51","34","0","3","1.24","0","0","0","9"
"Local - Cagliari vs Empoli","1ST","30/12/2023","18","0","39%","0.26","0","5","0","4","0","127","6","6","1","0","0","0","4","1","3","2","0","0","0","0","1","2","88","8","24","0","17/35 (49%)","3/12 (25%)","47%","6","12/29 (41%)","10/18 (56%)","0/2 (0%)","67%","6","5","22","12","0","0","0","0","0","0","5"
"Visita - Cagliari vs Empoli","1ST","30/12/2023","18","0","61%","0.17","0","3","0","5","0","200","8","8","1","0","0","0","2","1","2","1","0","0","0","0","2","2","159","11","28","0","21/36 (58%)","2/14 (14%)","53%","2","17/29 (59%)","8/18 (44%)","1/5 (20%)","63%","8","2","24","10","0","0","0","0","0","0","5"
"Local - Cagliari vs Empoli","2ND","30/12/2023","18","0","60%","1.51","1","9","1","4","0","202","9","11","0","0","3","0","5","1","7","2","0","1","0","0","2","1","142","17","41","0","25/46 (54%)","6/26 (23%)","52%","9","21/41 (51%)","21/40 (53%)","1/5 (20%)","44%","9","4","33","5","0","1","0","0","0","0","1"
"Visita - Cagliari vs Empoli","2ND","30/12/2023","18","0","40%","0.11","0","2","3","1","0","154","13","9","2","0","1","0","1","0","1","1","0","0","0","0","1","1","95","5","27","0","15/47 (32%)","0/2 (0%)","48%","5","20/41 (49%)","19/40 (48%)","0/4 (0%)","38%","13","5","27","24","0","3","0","0","0","0","4"
"Local - Udinese vs Bologna","ALL","30/12/2023","18","3","27%","1.13","3","15","5","7","15","193","16","14","2","0","7","0","6","2","8","7","2","1","0","0","4","1","145","14","39","0","8/31 (26%)","4/17 (24%)","47%","7","40/83 (48%)","8/19 (42%)","10/24 (42%)","69%","16","14","47","21","0","5","0.58","0","0","0","5"
"Visita - Udinese vs Bologna","ALL","30/12/2023","18","0","73%","0.95","0","14","4","7","14","561","21","14","5","0","5","0","7","2","10","4","0","0","0","0","4","0","491","19","77","0","21/42 (50%)","2/16 (13%)","53%","9","43/83 (52%)","11/19 (58%)","8/15 (53%)","48%","21","2","41","13","0","4","-0.98","0","0","0","9"
"Local - Udinese vs Bologna","1ST","30/12/2023","18","1","20%","0.54","2","10","0","3","0","68","5","6","1","0","5","0","4","1","5","5","1","1","0","0","3","0","49","9","14","0","4/12 (33%)","3/10 (30%)","36%","4","14/35 (40%)","2/10 (20%)","3/11 (27%)","100%","5","4","23","8","0","0","0","0","0","0","3"
"Visita - Udinese vs Bologna","1ST","30/12/2023","18","0","80%","0.28","0","4","4","4","0","311","12","4","2","0","0","0","3","1","3","1","0","0","0","0","2","0","273","10","35","0","12/26 (46%)","2/7 (29%)","64%","2","21/35 (60%)","8/10 (80%)","5/8 (63%)","50%","12","2","22","9","0","4","0","0","0","0","5"
"Local - Udinese vs Bologna","2ND","30/12/2023","18","2","34%","0.59","1","5","5","4","0","125","11","8","1","0","2","0","2","1","3","2","1","0","0","0","1","1","96","5","25","0","4/19 (21%)","1/7 (14%)","56%","3","26/48 (54%)","6/9 (67%)","7/13 (54%)","55%","11","10","24","13","0","5","0","0","0","0","2"
"Visita - Udinese vs Bologna","2ND","30/12/2023","18","0","66%","0.67","0","10","0","3","0","250","9","10","3","0","5","0","4","1","7","3","0","0","0","0","2","0","218","9","42","0","9/16 (56%)","0/9 (0%)","44%","7","22/48 (46%)","3/9 (33%)","3/7 (43%)","44%","9","0","19","4","0","0","0","0","0","0","4"
"Local - AC Milan vs Sassuolo","ALL","30/12/2023","18","1","59%","1.56","1","20","6","6","8","513","12","7","0","0","2","0","11","7","10","10","1","0","0","0","2","6","452","15","52","0","34/61 (56%)","6/14 (43%)","53%","5","34/61 (56%)","8/18 (44%)","15/23 (65%)","58%","12","7","51","16","0","6","0.60","0","0","0","10"
"Visita - AC Milan vs Sassuolo","ALL","30/12/2023","18","0","41%","0.49","0","12","1","5","7","355","13","8","1","0","6","0","3","3","4","8","0","0","0","0","2","0","286","20","52","0","21/47 (45%)","3/22 (14%)","47%","5","27/61 (44%)","10/18 (56%)","6/13 (46%)","69%","13","6","43","14","0","1","-0.06","0","0","0","13"
"Local - AC Milan vs Sassuolo","1ST","30/12/2023","18","0","60%","0.52","0","11","3","3","0","236","8","4","0","0","1","0","6","4","3","8","0","0","0","0","1","5","207","9","31","0","17/33 (52%)","4/8 (50%)","50%","2","15/27 (56%)","3/9 (33%)","3/6 (50%)","50%","8","5","29","9","0","3","0","0","0","0","2"
"Visita - AC Milan vs Sassuolo","1ST","30/12/2023","18","0","40%","0.16","0","4","1","2","0","155","5","5","0","0","3","0","0","1","1","3","0","0","0","0","1","0","116","13","23","0","12/29 (41%)","1/10 (10%)","50%","5","12/27 (44%)","6/9 (67%)","2/5 (40%)","60%","5","4","21","7","0","1","0","0","0","0","7"
"Local - AC Milan vs Sassuolo","2ND","30/12/2023","18","1","58%","1.04","1","9","3","3","0","277","4","3","0","0","1","0","5","3","7","2","1","0","0","0","1","1","245","6","21","0","17/28 (61%)","2/6 (33%)","56%","3","19/34 (56%)","5/9 (56%)","12/17 (71%)","75%","4","2","22","7","0","3","0","0","0","0","8"
"Visita - AC Milan vs Sassuolo","2ND","30/12/2023","18","0","42%","0.33","0","8","0","3","0","200","8","3","1","0","3","0","3","2","3","5","0","0","0","0","1","0","170","7","29","0","9/18 (50%)","2/12 (17%)","44%","0","15/34 (44%)","4/9 (44%)","4/8 (50%)","75%","8","2","22","7","0","0","0","0","0","0","6"
"Local - Hellas Verona vs Salernitana","ALL","30/12/2023","18","0","48%","0.79","1","11","2","7","14","340","23","12","2","0","0","0","9","2","9","2","0","1","0","0","2","2","254","19","44","0","30/62 (48%)","8/28 (29%)","58%","6","48/82 (59%)","23/41 (56%)","13/20 (65%)","57%","23","13","61","24","0","2","0.10","0","0","0","6"
"Visita - Hellas Verona vs Salernitana","ALL","30/12/2023","18","1","52%","0.52","2","9","0","6","13","374","13","12","2","0","3","0","3","3","6","3","0","2","0","0","2","0","273","28","69","0","25/64 (39%)","7/20 (35%)","42%","8","34/82 (41%)","18/41 (44%)","10/25 (40%)","54%","13","2","53","20","0","0","0.00","0","0","0","9"
"Local - Hellas Verona vs Salernitana","1ST","30/12/2023","18","0","42%","0.42","0","4","2","4","0","145","6","7","1","0","0","0","4","0","3","1","0","0","0","0","1","1","104","7","13","0","12/30 (40%)","3/8 (38%)","48%","2","18/32 (56%)","9/24 (38%)","5/8 (63%)","67%","6","6","28","18","0","2","0","0","0","0","4"
"Visita - Hellas Verona vs Salernitana","1ST","30/12/2023","18","0","58%","0.42","2","7","0","5","0","194","5","5","0","0","2","0","3","2","6","1","0","2","0","0","2","0","148","15","30","0","16/26 (62%)","7/14 (50%)","52%","1","14/32 (44%)","15/24 (63%)","4/9 (44%)","40%","5","2","23","5","0","0","0","0","0","0","4"
"Local - Hellas Verona vs Salernitana","2ND","30/12/2023","18","0","54%","0.37","1","7","0","3","0","195","17","5","1","0","0","0","5","2","6","1","0","1","0","0","1","1","150","12","31","0","18/32 (56%)","5/20 (25%)","66%","4","30/50 (60%)","14/17 (82%)","8/12 (67%)","53%","17","7","33","6","0","0","0","0","0","0","2"
"Visita - Hellas Verona vs Salernitana","2ND","30/12/2023","18","1","46%","0.09","0","2","0","1","0","180","8","7","2","0","1","0","0","1","0","2","0","0","0","0","0","0","125","13","39","0","9/38 (24%)","0/6 (0%)","34%","7","20/50 (40%)","3/17 (18%)","6/16 (38%)","63%","8","0","30","15","0","0","0","0","0","0","5"
"Local - Juventus vs AS Roma","ALL","30/12/2023","18","1","43%","1.12","3","13","2","2","15","439","7","14","1","0","4","0","6","3","9","4","1","2","0","0","3","2","370","11","59","0","38/63 (60%)","2/16 (13%)","52%","6","26/49 (53%)","18/36 (50%)","5/9 (56%)","86%","7","4","48","21","0","2","0.43","0","0","0","9"
"Visita - Juventus vs AS Roma","ALL","30/12/2023","18","0","57%","0.46","0","11","2","2","14","594","10","13","1","0","2","1","5","4","6","5","0","0","0","0","0","0","519","13","77","0","23/54 (43%)","4/19 (21%)","48%","4","23/49 (47%)","18/36 (50%)","2/5 (40%)","50%","10","6","47","14","0","2","0.41","0","0","0","9"
"Local - Juventus vs AS Roma","1ST","30/12/2023","18","0","47%","0.45","1","9","0","2","0","247","3","7","0","0","2","0","5","2","6","3","0","1","0","0","1","0","216","7","32","0","23/33 (70%)","1/11 (9%)","56%","2","12/22 (55%)","11/19 (58%)","2/4 (50%)","67%","3","0","19","7","0","0","0","0","0","0","7"
"Visita - Juventus vs AS Roma","1ST","30/12/2023","18","0","53%","0.23","0","4","1","2","0","280","4","4","0","0","0","1","3","1","3","1","0","0","0","0","0","0","247","5","26","0","14/30 (47%)","1/10 (10%)","44%","2","10/22 (45%)","8/19 (42%)","2/3 (67%)","50%","4","4","24","13","0","1","0","0","0","0","5"
"Local - Juventus vs AS Roma","2ND","30/12/2023","18","1","38%","0.67","2","4","2","0","0","192","4","7","1","0","2","0","1","1","3","1","1","1","0","0","2","2","154","4","27","0","15/30 (50%)","1/5 (20%)","48%","4","14/27 (52%)","7/17 (41%)","3/5 (60%)","100%","4","4","29","14","0","2","0","0","0","0","2"
"Visita - Juventus vs AS Roma","2ND","30/12/2023","18","0","62%","0.23","0","7","1","0","0","314","6","9","1","0","2","0","2","3","3","4","0","0","0","0","0","0","272","8","51","0","9/24 (38%)","3/9 (33%)","52%","2","13/27 (48%)","10/17 (59%)","0/2 (0%)","50%","6","2","23","1","0","1","0","0","0","0","4"
"Local - Bologna vs Genoa","ALL","05/01/2024","19","1","71%","1.33","1","21","0","11","8","662","16","9","3","0","8","0","4","9","13","8","0","1","0","0","1","2","584","23","81","0","27/35 (77%)","8/39 (21%)","57%","5","36/65 (55%)","10/16 (63%)","12/26 (46%)","63%","16","4","53","11","0","0","-0.69","0","0","0","6"
"Visita - Bologna vs Genoa","ALL","05/01/2024","19","1","29%","0.13","0","3","7","2","10","273","19","8","3","0","1","1","2","0","0","3","0","0","0","0","3","0","203","18","37","0","19/52 (37%)","0/10 (0%)","43%","9","29/65 (45%)","6/16 (38%)","2/9 (22%)","58%","19","14","49","29","0","7","0.92","0","0","0","8"
"Local - Bologna vs Genoa","1ST","05/01/2024","19","0","65%","0.43","0","8","0","1","0","316","4","3","1","0","3","0","2","3","5","3","0","0","0","0","0","1","283","12","32","0","16/17 (94%)","2/14 (14%)","57%","3","12/22 (55%)","5/8 (63%)","6/7 (86%)","75%","4","1","21","9","0","0","0","0","0","0","2"
"Visita - Bologna vs Genoa","1ST","05/01/2024","19","1","35%","0.07","0","2","3","2","0","173","4","5","1","0","1","0","1","0","0","2","0","0","0","0","2","0","139","10","16","0","10/25 (40%)","0/6 (0%)","43%","3","10/22 (45%)","3/8 (38%)","1/2 (50%)","75%","4","9","20","6","0","3","0","0","0","0","3"
"Local - Bologna vs Genoa","2ND","05/01/2024","19","1","78%","0.90","1","13","0","10","0","346","12","6","2","0","5","0","2","6","8","5","0","1","0","0","1","1","301","11","49","0","11/18 (61%)","6/25 (24%)","57%","2","24/43 (56%)","5/8 (63%)","6/19 (32%)","58%","12","3","32","2","0","0","0","0","0","0","4"
"Visita - Bologna vs Genoa","2ND","05/01/2024","19","0","22%","0.06","0","1","4","0","0","100","15","3","2","0","0","1","1","0","0","1","0","0","0","0","1","0","64","8","21","0","9/27 (33%)","0/4 (0%)","43%","6","19/43 (44%)","3/8 (38%)","1/7 (14%)","53%","15","5","29","23","0","4","0","0","0","0","5"
"Local - Inter vs Hellas Verona","ALL","06/01/2024","19","2","62%","1.90","4","15","2","7","16","511","14","13","0","0","6","1","8","1","12","3","2","2","0","27","4","6","426","21","54","76/112 (68%)","32/56 (57%)","7/23 (30%)","48%","6","31/65 (48%)","19/40 (48%)","5/13 (38%)","64%","14","6","56","9","0","2","-0.62","0","2","0","6"
"Visita - Inter vs Hellas Verona","ALL","06/01/2024","19","1","38%","1.34","3","8","4","0","15","317","14","16","2","1","3","1","4","1","7","1","0","3","0","18","2","1","236","16","52","65/98 (66%)","27/56 (48%)","7/19 (37%)","52%","11","34/65 (52%)","21/40 (53%)","4/7 (57%)","71%","14","5","53","20","0","4","0.23","0","1","0","9"
"Local - Inter vs Hellas Verona","1ST","06/01/2024","19","1","60%","0.54","2","4","2","3","0","271","9","5","0","0","1","0","2","1","4","0","1","1","0","0","2","2","233","13","22","0","18/27 (67%)","1/12 (8%)","55%","3","18/30 (60%)","8/17 (47%)","4/8 (50%)","44%","9","4","27","4","0","2","0","0","0","0","2"
"Visita - Inter vs Hellas Verona","1ST","06/01/2024","19","0","40%","0.35","1","4","0","0","0","182","7","4","0","0","2","0","1","1","4","0","0","1","0","0","1","1","145","9","22","0","15/27 (56%)","3/8 (38%)","45%","8","12/30 (40%)","9/17 (53%)","1/2 (50%)","57%","7","3","30","9","0","0","0","0","0","0","2"
"Local - Inter vs Hellas Verona","2ND","06/01/2024","19","1","63%","1.36","2","11","0","4","0","240","5","8","0","0","5","1","6","0","8","3","1","1","0","0","2","4","193","8","32","0","14/29 (48%)","6/11 (55%)","41%","3","13/35 (37%)","11/23 (48%)","1/5 (20%)","100%","5","2","29","5","0","0","0","0","0","0","4"
"Visita - Inter vs Hellas Verona","2ND","06/01/2024","19","1","37%","0.99","2","4","4","0","0","135","7","12","2","1","1","1","3","0","3","1","0","2","0","0","1","0","91","7","30","0","12/29 (41%)","4/11 (36%)","59%","3","22/35 (63%)","12/23 (52%)","3/5 (60%)","86%","7","2","23","11","0","4","0","0","0","0","7"
"Local - Frosinone vs Monza","ALL","06/01/2024","19","2","60%","1.16","1","10","0","5","11","507","8","16","3","1","5","0","3","2","6","4","1","0","0","19","3","2","422","27","76","133/184 (72%)","11/31 (35%)","2/19 (11%)","45%","9","27/65 (42%)","15/29 (52%)","4/19 (21%)","50%","8","7","54","6","0","0","-1.55","0","0","0","4"
"Visita - Frosinone vs Monza","ALL","06/01/2024","19","3","40%","1.34","2","7","3","1","16","353","24","10","5","0","2","0","3","2","5","2","2","0","2","11","0","0","249","14","32","41/56 (73%)","24/83 (29%)","1/3 (33%)","55%","7","38/65 (58%)","14/29 (48%)","5/6 (83%)","54%","24","13","55","24","0","3","-0.46","2","0","0","8"
"Local - Frosinone vs Monza","1ST","06/01/2024","19","0","55%","0.04","0","3","0","3","0","235","4","7","0","0","1","0","2","0","2","1","0","0","0","0","1","2","184","14","31","0","6/19 (32%)","1/6 (17%)","43%","3","13/31 (42%)","5/11 (45%)","3/12 (25%)","50%","4","4","27","2","0","0","0","0","0","0","3"
"Visita - Frosinone vs Monza","1ST","06/01/2024","19","2","45%","1.31","2","6","1","1","0","194","12","2","1","0","2","0","3","1","5","1","2","0","2","0","0","0","139","12","18","0","16/43 (37%)","1/3 (33%)","57%","4","18/31 (58%)","6/11 (55%)","4/4 (100%)","42%","12","7","31","13","0","1","0","0","0","0","2"
"Local - Frosinone vs Monza","2ND","06/01/2024","19","2","64%","1.11","1","7","0","2","0","272","4","9","3","1","4","0","1","2","4","3","1","0","0","0","2","0","238","13","45","0","5/12 (42%)","1/13 (8%)","46%","6","14/34 (41%)","10/18 (56%)","1/7 (14%)","50%","4","3","27","4","0","0","0","0","0","0","1"
"Visita - Frosinone vs Monza","2ND","06/01/2024","19","1","36%","0.02","0","1","2","0","0","159","12","8","4","0","0","0","0","1","0","1","0","0","0","0","0","0","110","2","14","0","8/40 (20%)","0/0 (0%)","54%","3","20/34 (59%)","8/18 (44%)","1/2 (50%)","67%","12","6","24","11","0","2","0","0","0","0","6"
"Local - Lecce vs Cagliari","ALL","06/01/2024","19","1","41%","1.61","3","15","1","7","20","265","13","14","1","0","2","1","9","4","11","4","1","2","0","0","2","6","186","23","46","0","20/58 (34%)","6/20 (30%)","45%","12","31/71 (44%)","10/21 (48%)","6/12 (50%)","46%","13","9","50","17","0","1","-0.47","0","0","0","12"
"Visita - Lecce vs Cagliari","ALL","06/01/2024","19","1","59%","0.97","1","14","1","6","14","391","18","18","1","0","2","1","7","5","3","11","1","0","0","0","3","0","299","20","63","0","30/74 (41%)","7/26 (27%)","55%","6","40/71 (56%)","11/21 (52%)","4/11 (36%)","56%","18","5","49","15","0","1","-0.88","0","0","0","8"
"Local - Lecce vs Cagliari","1ST","06/01/2024","19","1","41%","1.32","3","9","0","5","0","116","4","7","0","0","1","1","5","3","7","2","1","2","0","0","1","4","81","15","19","0","6/25 (24%)","3/11 (27%)","44%","7","13/33 (39%)","4/6 (67%)","3/6 (50%)","100%","4","7","21","7","0","0","0","0","0","0","7"
"Visita - Lecce vs Cagliari","1ST","06/01/2024","19","0","59%","0.33","0","7","0","4","0","168","10","8","1","0","0","0","5","2","2","5","0","0","0","0","3","0","125","11","23","0","13/32 (41%)","4/14 (29%)","56%","3","20/33 (61%)","2/6 (33%)","2/3 (67%)","80%","10","1","25","9","0","0","0","0","0","0","3"
"Local - Lecce vs Cagliari","2ND","06/01/2024","19","0","41%","0.29","0","6","1","2","0","149","9","7","1","0","1","0","4","1","4","2","0","0","0","0","1","2","105","8","27","0","14/33 (42%)","3/9 (33%)","45%","5","18/38 (47%)","6/15 (40%)","3/6 (50%)","22%","9","2","29","10","0","1","0","0","0","0","5"
"Visita - Lecce vs Cagliari","2ND","06/01/2024","19","1","59%","0.64","1","7","1","2","0","223","8","10","0","0","2","1","2","3","1","6","1","0","0","0","0","0","174","9","40","0","17/42 (40%)","3/12 (25%)","55%","3","20/38 (53%)","9/15 (60%)","2/8 (25%)","25%","8","4","24","6","0","1","0","0","0","0","5"
"Local - Sassuolo vs Fiorentina","ALL","06/01/2024","19","1","33%","0.88","1","7","2","1","10","234","5","14","3","0","1","0","5","1","4","3","1","0","0","0","2","5","161","16","39","0","20/49 (41%)","1/5 (20%)","41%","4","18/41 (44%)","10/27 (37%)","1/6 (17%)","100%","5","6","40","39","0","2","1.00","0","0","0","9"
"Visita - Sassuolo vs Fiorentina","ALL","06/01/2024","19","0","67%","1.25","3","9","0","8","14","463","9","9","2","0","3","1","4","2","6","3","0","3","0","0","4","6","382","22","64","0","30/59 (51%)","12/35 (34%)","59%","2","23/41 (56%)","17/27 (63%)","5/8 (63%)","33%","9","7","47","13","0","0","-0.54","0","0","0","6"
"Local - Sassuolo vs Fiorentina","1ST","06/01/2024","19","1","36%","0.66","1","5","0","0","0","144","2","8","1","0","1","0","4","0","3","2","1","0","0","0","1","2","106","9","20","0","9/24 (38%)","0/3 (0%)","41%","1","9/22 (41%)","5/12 (42%)","1/5 (20%)","100%","2","4","27","16","0","0","0","0","0","0","2"
"Visita - Sassuolo vs Fiorentina","1ST","06/01/2024","19","0","64%","0.04","0","1","0","4","0","258","5","5","1","0","0","0","1","0","1","0","0","0","0","0","3","2","212","12","32","0","11/31 (35%)","4/14 (29%)","59%","1","13/22 (59%)","7/12 (58%)","3/4 (75%)","20%","5","4","27","8","0","0","0","0","0","0","4"
