Equipo,Tiempo,Fecha,Jornada,Goals,Ball possession,Expected goals,Big chances,Total shots,Goalkeeper saves,Corner kicks,Fouls,Passes,Tackles,Free kicks,Yellow cards,Red cards,Shots on target,Hit woodwork,Shots off target,Blocked shots,Shots inside box,Shots outside box,Big chances scored,Big chances missed,Through balls,Touches in penalty area,Fouled in final third,Offsides,Accurate passes,Throw-ins,Final third entries,Final third phase,Long balls,Crosses,Duels,Dispossessed,Ground duels,Aerial duels,Dribbles,Tackles won,Total tackles,Interceptions,Recoveries,Clearances,Errors lead to a shot,Total saves,Goals prevented,Big saves,High claims,Punches,Goal kicks
"Visita - Empoli vs Lazio","ALL","21/08/2021","1","3","55%","0","2","8","2","3","10","567","26","13","1","0","4","0","3","1","8","0","2","0","3","0","3","0","491","15","38","0","42/56 (75%)","4/11 (36%)","56%","13","47/83 (57%)","7/13 (54%)","8/18 (44%)","54%","26","15","0","16","0","2","0","0","0","0","9"
"Local - Empoli vs Lazio","1ST","21/08/2021","1","1","42%","0","1","4","0","1","0","187","4","5","1","0","2","1","2","0","3","1","0","1","1","0","0","2","151","14","23","0","15/23 (65%)","1/8 (13%)","33%","10","13/38 (34%)","2/8 (25%)","4/11 (36%)","75%","4","2","0","10","0","0","0","0","0","0","1"
"Visita - Empoli vs Lazio","1ST","21/08/2021","1","3","58%","0","2","5","1","3","0","265","17","6","1","0","3","0","1","1","5","0","2","0","1","0","3","0","228","7","21","0","21/26 (81%)","3/9 (33%)","67%","1","25/38 (66%)","6/8 (75%)","2/5 (40%)","53%","17","5","0","7","0","1","0","0","0","0","3"
"Local - Empoli vs Lazio","2ND","21/08/2021","1","0","47%","0","0","12","1","4","0","264","19","3","1","0","2","1","5","5","8","4","0","0","0","0","0","0","221","14","42","0","14/25 (56%)","3/12 (25%)","54%","5","23/45 (51%)","4/5 (80%)","1/5 (20%)","53%","19","10","0","4","0","1","0","0","0","0","3"
"Visita - Empoli vs Lazio","2ND","21/08/2021","1","0","53%","0","0","3","1","0","0","302","9","7","0","0","1","0","2","0","3","0","0","0","2","0","0","0","263","8","17","0","21/30 (70%)","1/2 (50%)","46%","12","22/45 (49%)","1/5 (20%)","6/13 (46%)","56%","9","10","0","9","0","1","0","0","0","0","6"
"Local - Torino vs Atalanta","ALL","21/08/2021","1","1","48%","0","1","21","0","5","17","380","14","13","2","0","8","1","5","8","10","11","0","1","1","0","4","0","279","18","75","0","23/72 (32%)","5/16 (31%)","42%","8","39/82 (48%)","23/66 (35%)","12/21 (57%)","50%","14","13","0","9","0","0","0","0","0","0","1"
"Visita - Torino vs Atalanta","ALL","21/08/2021","1","2","52%","0","1","7","6","1","13","418","17","17","2","0","2","0","1","4","5","2","1","0","0","0","0","0","298","28","47","0","30/68 (44%)","2/4 (50%)","58%","9","43/82 (52%)","43/66 (65%)","9/14 (64%)","71%","17","8","0","22","0","6","0","0","0","0","9"
"Local - Torino vs Atalanta","1ST","21/08/2021","1","0","51%","0","0","12","0","2","0","217","5","5","0","0","5","0","2","5","6","6","0","0","1","0","2","0","169","9","37","0","14/37 (38%)","2/8 (25%)","42%","4","19/36 (53%)","8/28 (29%)","9/14 (64%)","60%","5","5","0","3","0","0","0","0","0","0","1"
"Visita - Torino vs Atalanta","1ST","21/08/2021","1","1","49%","0","0","4","4","0","0","216","9","3","1","0","1","0","1","2","3","1","0","0","0","0","0","0","159","15","18","0","18/38 (47%)","2/2 (100%)","58%","4","17/36 (47%)","20/28 (71%)","5/6 (83%)","67%","9","3","0","11","0","4","0","0","0","0","4"
"Local - Torino vs Atalanta","2ND","21/08/2021","1","1","45%","0","1","9","0","3","0","163","9","8","2","0","3","1","3","3","4","5","0","1","0","0","2","0","110","9","38","0","9/35 (26%)","3/8 (38%)","42%","4","20/46 (43%)","15/38 (39%)","3/7 (43%)","44%","9","8","0","6","0","0","0","0","0","0","0"
"Visita - Torino vs Atalanta","2ND","21/08/2021","1","1","55%","0","1","3","2","1","0","202","8","14","1","0","1","0","0","2","2","1","1","0","0","0","0","0","139","13","29","0","12/30 (40%)","0/2 (0%)","58%","5","26/46 (57%)","23/38 (61%)","4/8 (50%)","75%","8","5","0","11","0","2","0","0","0","0","5"
"Local - Bologna vs Salernitana","ALL","22/08/2021","1","3","73%","0","2","18","2","9","13","549","12","14","6","2","7","0","3","8","10","8","2","0","1","0","3","0","459","18","56","0","23/37 (62%)","5/18 (28%)","51%","6","31/63 (49%)","18/33 (55%)","6/15 (40%)","58%","12","6","0","20","0","2","0","0","0","0","6"
"Visita - Bologna vs Salernitana","ALL","22/08/2021","1","2","27%","0","2","10","4","4","15","196","15","13","3","1","4","0","4","2","6","4","1","1","0","0","2","2","108","27","47","0","12/51 (24%)","2/16 (13%)","49%","12","32/63 (51%)","15/33 (45%)","4/4 (100%)","60%","15","7","0","24","0","4","0","0","0","0","7"
"Local - Bologna vs Salernitana","1ST","22/08/2021","1","0","70%","0","0","10","1","3","0","287","4","8","1","0","2","0","3","5","4","6","0","0","0","0","1","0","233","10","31","0","13/21 (62%)","2/8 (25%)","59%","2","17/29 (59%)","13/22 (59%)","6/9 (67%)","75%","4","3","0","14","0","1","0","0","0","0","4"
"Visita - Bologna vs Salernitana","1ST","22/08/2021","1","0","30%","0","0","6","2","3","0","116","5","5","2","1","1","0","4","1","2","4","0","0","0","0","1","1","66","15","31","0","8/29 (28%)","2/12 (17%)","41%","4","12/29 (41%)","9/22 (41%)","2/2 (100%)","20%","5","5","0","11","0","2","0","0","0","0","5"
"Local - Bologna vs Salernitana","2ND","22/08/2021","1","3","76%","0","2","8","1","6","0","262","8","6","5","2","5","0","0","3","6","2","2","0","1","0","2","0","226","8","25","0","10/16 (63%)","3/10 (30%)","42%","4","14/34 (41%)","5/11 (45%)","0/6 (0%)","50%","8","3","0","6","0","1","0","0","0","0","2"
"Visita - Bologna vs Salernitana","2ND","22/08/2021","1","2","24%","0","2","4","2","1","0","80","10","8","1","0","3","0","0","1","4","0","1","1","0","0","1","1","42","12","16","0","4/22 (18%)","0/4 (0%)","58%","8","20/34 (59%)","6/11 (55%)","2/2 (100%)","80%","10","2","0","13","0","2","0","0","0","0","2"
"Local - Udinese vs Juventus","ALL","22/08/2021","1","2","44%","0","3","12","1","3","13","396","11","14","1","0","6","0","4","2","9","3","2","1","0","0","4","2","334","19","35","0","16/35 (46%)","3/17 (18%)","50%","10","30/60 (50%)","9/18 (50%)","5/7 (71%)","55%","11","8","0","6","0","1","0","0","0","0","6"
"Visita - Udinese vs Juventus","ALL","22/08/2021","1","2","56%","0","3","10","4","3","14","524","12","13","3","0","3","2","7","0","7","3","1","2","1","0","2","3","452","22","50","0","35/56 (63%)","3/8 (38%)","50%","6","30/60 (50%)","9/18 (50%)","6/11 (55%)","58%","12","13","0","13","0","4","0","0","0","0","5"
"Local - Udinese vs Juventus","1ST","22/08/2021","1","0","47%","0","0","3","0","3","0","224","5","8","0","0","1","0","1","1","2","1","0","0","0","0","2","0","200","10","18","0","11/15 (73%)","1/9 (11%)","49%","7","15/32 (47%)","3/5 (60%)","2/3 (67%)","60%","5","2","0","3","0","0","0","0","0","0","3"
"Visita - Udinese vs Juventus","1ST","22/08/2021","1","2","53%","0","1","4","1","2","0","260","8","8","0","0","2","0","2","0","4","0","1","0","1","0","1","1","232","12","26","0","22/32 (69%)","0/4 (0%)","51%","3","17/32 (53%)","2/5 (40%)","2/4 (50%)","50%","8","8","0","9","0","1","0","0","0","0","2"
"Local - Udinese vs Juventus","2ND","22/08/2021","1","2","40%","0","3","9","1","0","0","172","6","6","1","0","5","0","3","1","7","2","2","1","0","0","2","2","134","9","17","0","5/20 (25%)","2/8 (25%)","51%","3","15/28 (54%)","6/13 (46%)","3/4 (75%)","50%","6","6","0","3","0","1","0","0","0","0","3"
"Visita - Udinese vs Juventus","2ND","22/08/2021","1","0","60%","0","2","6","3","1","0","264","4","5","3","0","1","2","5","0","3","3","0","2","0","0","1","2","220","10","24","0","13/24 (54%)","3/4 (75%)","49%","3","13/28 (46%)","7/13 (54%)","4/7 (57%)","75%","4","5","0","4","0","3","0","0","0","0","3"
"Local - AS Roma vs Fiorentina","ALL","22/08/2021","1","3","42%","0","5","11","7","4","12","365","13","14","3","1","6","1","5","0","8","3","3","2","6","0","3","4","301","18","40","0","31/59 (53%)","6/11 (55%)","57%","2","39/69 (57%)","12/21 (57%)","12/22 (55%)","77%","13","11","0","16","0","7","0","0","0","0","3"
"Visita - AS Roma vs Fiorentina","ALL","22/08/2021","1","1","58%","0","2","11","3","4","15","515","12","12","2","1","8","0","2","1","8","3","1","1","0","0","1","2","460","19","66","0","40/50 (80%)","5/14 (36%)","43%","7","30/69 (43%)","9/21 (43%)","8/14 (57%)","42%","12","13","0","5","0","3","0","0","0","0","6"
"Local - AS Roma vs Fiorentina","1ST","22/08/2021","1","1","48%","0","1","4","3","2","0","209","5","6","2","0","2","0","2","0","3","1","1","0","2","0","3","2","180","7","19","0","20/30 (67%)","4/6 (67%)","62%","0","17/27 (63%)","6/10 (60%)","6/9 (67%)","80%","5","10","0","4","0","3","0","0","0","0","2"
"Visita - AS Roma vs Fiorentina","1ST","22/08/2021","1","0","52%","0","0","5","1","2","0","232","3","7","1","1","3","0","1","1","5","0","0","0","0","0","1","1","203","10","21","0","16/24 (67%)","3/5 (60%)","38%","3","10/27 (37%)","4/10 (40%)","2/4 (50%)","33%","3","6","0","2","0","1","0","0","0","0","4"
"Local - AS Roma vs Fiorentina","2ND","22/08/2021","1","2","36%","0","4","7","4","2","0","156","8","8","1","1","4","1","3","0","5","2","2","2","4","0","0","2","121","11","21","0","11/29 (38%)","2/5 (40%)","53%","2","22/42 (52%)","6/11 (55%)","6/13 (46%)","75%","8","1","0","12","0","4","0","0","0","0","1"
"Visita - AS Roma vs Fiorentina","2ND","22/08/2021","1","1","64%","0","2","6","2","2","0","283","9","5","1","0","5","0","1","0","3","3","1","1","0","0","0","1","257","9","45","0","24/26 (92%)","2/9 (22%)","47%","4","20/42 (48%)","5/11 (45%)","6/10 (60%)","44%","9","7","0","3","0","2","0","0","0","0","2"
"Local - SSC Napoli vs Venezia","ALL","22/08/2021","1","2","56%","0","3","13","4","2","5","560","13","20","1","1","4","0","4","5","6","7","1","2","0","0","9","3","499","14","46","0","21/34 (62%)","1/7 (14%)","66%","5","38/56 (68%)","6/11 (55%)","6/11 (55%)","69%","13","12","0","8","0","4","0","0","0","0","8"
"Visita - SSC Napoli vs Venezia","ALL","22/08/2021","1","0","44%","0","1","8","2","2","22","424","10","3","7","0","4","1","4","0","5","3","0","1","0","0","0","1","379","14","35","0","20/33 (61%)","4/17 (24%)","34%","4","18/56 (32%)","5/11 (45%)","5/14 (36%)","70%","10","10","0","6","0","2","0","0","0","0","7"
"Local - SSC Napoli vs Venezia","1ST","22/08/2021","1","0","62%","0","1","7","2","2","0","332","4","9","0","1","2","0","2","3","2","5","0","1","0","0","5","2","309","6","31","0","12/15 (80%)","1/5 (20%)","64%","2","15/22 (68%)","1/3 (33%)","2/5 (40%)","25%","4","7","0","1","0","2","0","0","0","0","2"
"Visita - SSC Napoli vs Venezia","1ST","22/08/2021","1","0","38%","0","0","3","2","0","0","202","5","1","4","0","2","0","1","0","2","1","0","0","0","0","0","0","174","7","17","0","10/21 (48%)","1/4 (25%)","36%","0","7/22 (32%)","2/3 (67%)","1/5 (20%)","80%","5","5","0","4","0","2","0","0","0","0","4"
"Local - SSC Napoli vs Venezia","2ND","22/08/2021","1","2","50%","0","2","6","2","0","0","228","9","11","1","0","2","0","2","2","4","2","1","1","0","0","4","1","190","8","15","0","9/19 (47%)","0/2 (0%)","67%","3","23/34 (68%)","5/8 (63%)","4/6 (67%)","89%","9","5","0","7","0","2","0","0","0","0","6"
"Visita - SSC Napoli vs Venezia","2ND","22/08/2021","1","0","50%","0","1","5","0","2","0","222","5","2","3","0","2","1","3","0","3","2","0","1","0","0","0","1","205","7","18","0","10/12 (83%)","3/13 (23%)","33%","4","11/34 (32%)","3/8 (38%)","4/9 (44%)","60%","5","5","0","2","0","0","0","0","0","0","3"
"Local - Cagliari vs Spezia","ALL","23/08/2021","1","2","59%","0","5","20","2","11","17","476","12","13","2","0","9","0","6","5","16","4","1","4","0","0","3","1","380","21","66","0","29/57 (51%)","7/25 (28%)","48%","8","39/78 (50%)","17/38 (45%)","14/21 (67%)","67%","12","11","0","19","0","2","0","0","0","0","8"
"Visita - Cagliari vs Spezia","ALL","23/08/2021","1","2","41%","0","1","12","6","4","15","338","15","15","3","0","4","0","5","3","3","9","1","0","0","0","2","4","259","12","45","0","18/52 (35%)","2/13 (15%)","52%","8","39/78 (50%)","21/38 (55%)","11/15 (73%)","33%","15","10","0","26","0","6","0","0","0","0","13"
"Local - Cagliari vs Spezia","1ST","23/08/2021","1","0","70%","0","2","8","1","8","0","273","6","7","0","0","4","0","4","0","7","1","0","2","0","0","2","1","231","10","33","0","14/25 (56%)","5/17 (29%)","57%","2","20/34 (59%)","5/10 (50%)","7/9 (78%)","67%","6","7","0","4","0","1","0","0","0","0","3"
"Visita - Cagliari vs Spezia","1ST","23/08/2021","1","1","30%","0","0","5","3","1","0","120","4","8","2","0","2","0","2","1","1","4","0","0","0","0","2","2","88","6","12","0","4/19 (21%)","0/2 (0%)","43%","5","14/34 (41%)","5/10 (50%)","3/4 (75%)","25%","4","7","0","12","0","3","0","0","0","0","7"
"Local - Cagliari vs Spezia","2ND","23/08/2021","1","2","48%","0","3","12","1","3","0","203","6","6","2","0","5","0","2","5","9","3","1","2","0","0","1","0","149","11","33","0","15/32 (47%)","2/8 (25%)","43%","6","19/44 (43%)","12/28 (43%)","7/12 (58%)","67%","6","4","0","15","0","1","0","0","0","0","5"
"Visita - Cagliari vs Spezia","2ND","23/08/2021","1","1","52%","0","1","7","3","3","0","218","11","7","1","0","2","0","3","2","2","5","1","0","0","0","0","2","171","6","33","0","14/33 (42%)","2/11 (18%)","57%","3","25/44 (57%)","16/28 (57%)","8/11 (73%)","36%","11","3","0","14","0","3","0","0","0","0","6"
"Local - Sampdoria vs AC Milan","ALL","23/08/2021","1","0","50%","0","1","16","3","8","17","395","18","14","3","0","3","1","7","6","10","6","0","1","0","0","2","3","309","18","55","0","23/55 (42%)","6/21 (29%)","50%","13","35/72 (49%)","19/36 (53%)","4/7 (57%)","72%","18","7","0","13","0","3","0","0","0","0","9"
"Visita - Sampdoria vs AC Milan","ALL","23/08/2021","1","1","50%","0","2","11","3","3","15","409","16","16","1","0","4","0","5","2","5","6","1","1","0","0","3","3","327","13","48","0","24/56 (43%)","2/14 (14%)","50%","7","37/72 (51%)","17/36 (47%)","6/17 (35%)","75%","16","9","0","14","0","3","0","0","0","0","8"
"Local - Sampdoria vs AC Milan","1ST","23/08/2021","1","0","49%","0","0","6","2","5","0","194","5","5","1","0","1","1","4","1","2","4","0","0","0","0","1","2","154","3","27","0","14/26 (54%)","2/12 (17%)","44%","5","10/29 (34%)","10/16 (63%)","1/1 (100%)","80%","5","1","0","6","0","2","0","0","0","0","3"
"Visita - Sampdoria vs AC Milan","1ST","23/08/2021","1","1","51%","0","2","6","1","2","0","208","5","9","0","0","3","0","2","1","4","2","1","1","0","0","2","3","169","4","19","0","9/28 (32%)","1/8 (13%)","56%","3","19/29 (66%)","6/16 (38%)","5/7 (71%)","100%","5","3","0","10","0","1","0","0","0","0","6"
"Local - Sampdoria vs AC Milan","2ND","23/08/2021","1","0","51%","0","1","10","1","3","0","201","13","9","2","0","2","0","3","5","8","2","0","1","0","0","1","1","155","15","28","0","9/29 (31%)","4/9 (44%)","54%","8","25/43 (58%)","9/20 (45%)","3/6 (50%)","69%","13","6","0","7","0","1","0","0","0","0","6"
"Visita - Sampdoria vs AC Milan","2ND","23/08/2021","1","0","49%","0","0","5","2","1","0","201","11","7","1","0","1","0","3","1","1","4","0","0","0","0","1","0","158","9","29","0","15/28 (54%)","1/6 (17%)","46%","4","18/43 (42%)","11/20 (55%)","1/10 (10%)","64%","11","6","0","4","0","2","0","0","0","0","2"
"Local - Udinese vs Venezia","ALL","27/08/2021","2","3","44%","0","6","21","3","7","11","426","15","6","2","0","10","0","2","9","14","7","3","3","2","0","1","4","336","19","41","0","22/53 (42%)","7/15 (47%)","48%","9","34/67 (51%)","7/19 (37%)","13/21 (62%)","47%","15","13","0","17","0","3","0","0","0","0","12"
"Visita - Udinese vs Venezia","ALL","27/08/2021","2","0","56%","0","3","11","7","2","8","529","17","9","3","0","3","0","6","2","8","3","0","3","1","0","2","2","447","14","48","0","36/60 (60%)","4/17 (24%)","52%","7","33/67 (49%)","12/19 (63%)","7/15 (47%)","53%","17","9","0","7","0","7","0","0","0","0","6"
"Local - Udinese vs Venezia","1ST","27/08/2021","2","1","47%","0","1","13","2","5","0","249","5","1","0","0","4","0","2","7","8","5","1","0","1","0","0","1","196","8","27","0","9/28 (32%)","5/9 (56%)","38%","4","12/29 (41%)","3/11 (27%)","6/11 (55%)","80%","5","8","0","9","0","2","0","0","0","0","6"
"Visita - Udinese vs Venezia","1ST","27/08/2021","2","0","53%","0","2","6","3","1","0","268","9","4","0","0","2","0","3","1","4","2","0","2","1","0","1","1","222","4","22","0","20/32 (63%)","3/11 (27%)","62%","2","17/29 (59%)","8/11 (73%)","4/7 (57%)","44%","9","6","0","4","0","3","0","0","0","0","5"
"Local - Udinese vs Venezia","2ND","27/08/2021","2","2","41%","0","5","8","1","2","0","177","10","5","2","0","6","0","0","2","6","2","2","3","1","0","1","3","140","11","14","0","13/25 (52%)","2/6 (33%)","57%","5","22/38 (58%)","4/8 (50%)","7/10 (70%)","30%","10","5","0","8","0","1","0","0","0","0","6"
"Visita - Udinese vs Venezia","2ND","27/08/2021","2","0","59%","0","1","5","4","1","0","261","8","5","3","0","1","0","3","1","4","1","0","1","0","0","1","1","225","10","26","0","16/28 (57%)","1/6 (17%)","43%","5","16/38 (42%)","4/8 (50%)","3/8 (38%)","63%","8","3","0","3","0","4","0","0","0","0","1"
"Local - Hellas Verona vs Inter","ALL","27/08/2021","2","1","43%","0","1","8","4","6","13","341","9","11","2","0","1","0","5","2","6","2","1","0","1","14","0","1","258","16","42","57/89 (64%)","20/52 (38%)","6/13 (46%)","42%","12","29/76 (38%)","16/32 (50%)","9/23 (39%)","56%","9","14","0","18","1","4","0","2","0","0","7"
"Visita - Hellas Verona vs Inter","ALL","27/08/2021","2","3","57%","0","2","15","0","4","12","446","26","13","2","0","7","0","5","3","9","6","1","1","0","20","2","0","355","21","58","52/89 (58%)","24/59 (41%)","8/21 (38%)","58%","3","47/76 (62%)","16/32 (50%)","8/14 (57%)","50%","26","10","0","4","0","0","0","0","0","0","8"
"Local - Hellas Verona vs Inter","1ST","27/08/2021","2","1","40%","0","1","3","1","2","0","177","5","6","1","0","1","0","2","0","2","1","1","0","1","0","0","0","134","6","23","0","10/30 (33%)","1/4 (25%)","41%","2","14/38 (37%)","6/11 (55%)","3/13 (23%)","80%","5","8","0","8","0","1","0","0","0","0","4"
"Visita - Hellas Verona vs Inter","1ST","27/08/2021","2","0","60%","0","0","5","0","2","0","259","12","6","0","0","1","0","2","2","3","2","0","0","0","0","1","0","214","9","31","0","11/28 (39%)","4/13 (31%)","59%","2","24/38 (63%)","5/11 (45%)","6/9 (67%)","58%","12","8","0","2","0","0","0","0","0","0","4"
"Local - Hellas Verona vs Inter","2ND","27/08/2021","2","0","47%","0","0","5","3","4","0","164","4","5","1","0","0","0","3","2","4","1","0","0","0","0","0","1","124","10","19","0","10/22 (45%)","5/9 (56%)","42%","10","15/38 (39%)","10/21 (48%)","6/10 (60%)","25%","4","6","0","10","0","3","0","0","0","0","3"
"Visita - Hellas Verona vs Inter","2ND","27/08/2021","2","3","53%","0","2","10","0","2","0","187","14","7","2","0","6","0","3","1","6","4","1","1","0","0","1","0","141","12","27","0","13/31 (42%)","4/8 (50%)","58%","1","23/38 (61%)","11/21 (52%)","2/5 (40%)","43%","14","2","0","2","0","0","0","0","0","0","4"
"Local - Atalanta vs Bologna","ALL","28/08/2021","2","0","59%","0","0","22","1","5","11","546","12","11","2","0","3","0","9","10","12","10","0","0","0","0","5","2","443","19","74","0","34/53 (64%)","4/20 (20%)","53%","15","36/81 (44%)","30/43 (70%)","14/20 (70%)","42%","12","9","0","11","0","1","0","0","0","0","2"
"Visita - Atalanta vs Bologna","ALL","28/08/2021","2","0","41%","0","1","4","3","5","14","373","21","10","5","0","1","0","2","1","3","1","0","1","0","0","1","0","260","24","43","0","23/70 (33%)","3/14 (21%)","47%","7","45/81 (56%)","13/43 (30%)","15/20 (75%)","57%","21","14","0","25","0","3","0","0","0","0","14"
"Local - Atalanta vs Bologna","1ST","28/08/2021","2","0","57%","0","0","9","1","0","0","253","4","7","1","0","3","0","3","3","6","3","0","0","0","0","4","1","207","9","38","0","25/35 (71%)","0/3 (0%)","52%","9","16/42 (38%)","15/18 (83%)","6/9 (67%)","50%","4","4","0","6","0","1","0","0","0","0","2"
"Visita - Atalanta vs Bologna","1ST","28/08/2021","2","0","43%","0","1","3","3","5","0","183","12","5","1","0","1","0","1","1","2","1","0","1","0","0","0","0","133","13","16","0","13/31 (42%)","2/12 (17%)","48%","2","26/42 (62%)","3/18 (17%)","9/11 (82%)","42%","12","5","0","5","0","3","0","0","0","0","4"
"Local - Atalanta vs Bologna","2ND","28/08/2021","2","0","62%","0","0","13","0","5","0","293","8","4","1","0","0","0","6","7","6","7","0","0","0","0","1","1","236","10","36","0","9/18 (50%)","4/17 (24%)","55%","6","20/39 (51%)","15/25 (60%)","8/11 (73%)","38%","8","5","0","5","0","0","0","0","0","0","0"
"Visita - Atalanta vs Bologna","2ND","28/08/2021","2","0","38%","0","0","1","0","0","0","190","9","5","4","0","0","0","1","0","1","0","0","0","0","0","1","0","127","11","27","0","10/39 (26%)","1/2 (50%)","45%","5","19/39 (49%)","10/25 (40%)","6/9 (67%)","78%","9","9","0","20","0","0","0","0","0","0","10"
"Local - Lazio vs Spezia","ALL","28/08/2021","2","6","61%","0","4","18","1","4","12","695","12","9","0","0","10","0","3","5","11","7","3","1","2","0","3","1","632","9","54","0","20/45 (44%)","3/9 (33%)","56%","4","28/54 (52%)","8/10 (80%)","8/9 (89%)","83%","12","7","0","6","0","1","0","0","0","0","6"
"Visita - Lazio vs Spezia","ALL","28/08/2021","2","1","39%","0","1","5","4","2","9","429","5","12","2","1","2","0","2","1","2","3","1","0","0","0","2","0","350","22","36","0","21/44 (48%)","0/9 (0%)","44%","8","26/54 (48%)","2/10 (20%)","9/13 (69%)","40%","5","6","0","8","0","4","0","0","0","0","5"
