Equipo,Tiempo,Fecha,Jornada,Goals,Ball possession,Expected goals,Big chances,Total shots,Goalkeeper saves,Corner kicks,Fouls,Passes,Tackles,Free kicks,Yellow cards,Red cards,Shots on target,Hit woodwork,Shots off target,Blocked shots,Shots inside box,Shots outside box,Big chances scored,Big chances missed,Through balls,Touches in penalty area,Fouled in final third,Offsides,Accurate passes,Throw-ins,Final third entries,Final third phase,Long balls,Crosses,Duels,Dispossessed,Ground duels,Aerial duels,Dribbles,Tackles won,Total tackles,Interceptions,Recoveries,Clearances,Errors lead to a shot,Total saves,Goals prevented,Big saves,High claims,Punches,Goal kicks
"Local - AC Milan vs Torino","ALL","17/08/2024","1","2","56%","2.13","4","26","2","9","10","493","8","7","3","0","6","0","10","10","15","11","1","3","0","41","3","2","453","12","48","170/195 (87%)","21/27 (78%)","12/39 (31%)","59%","5","22/43 (51%)","21/30 (70%)","8/11 (73%)","75%","8","4","45","8","0","2","-0.68","2","1","0","2"
"Visita - AC Milan vs Torino","ALL","17/08/2024","1","2","44%","0.99","2","7","3","2","7","411","8","10","5","0","3","1","3","1","3","4","1","1","0","8","0","1","358","13","32","43/63 (68%)","30/57 (53%)","2/10 (20%)","41%","7","21/43 (49%)","9/30 (30%)","4/5 (80%)","38%","8","2","31","30","1","3","-1.15","1","1","2","12"
"Local - AC Milan vs Torino","1ST","17/08/2024","1","0","50%","1.03","2","8","2","4","0","254","6","4","0","0","3","0","4","1","5","3","0","2","0","0","1","1","234","4","22","0","9/14 (64%)","3/14 (21%)","63%","2","12/20 (60%)","10/15 (67%)","3/4 (75%)","83%","6","1","22","4","0","2","0","0","0","0","1"
"Visita - AC Milan vs Torino","1ST","17/08/2024","1","1","50%","0.24","1","5","2","2","0","254","3","4","2","0","2","1","2","1","2","3","0","1","0","0","0","0","234","5","15","0","14/21 (67%)","2/7 (29%)","37%","5","8/20 (40%)","5/15 (33%)","2/3 (67%)","33%","3","1","17","11","0","2","0","0","0","0","3"
"Local - AC Milan vs Torino","2ND","17/08/2024","1","2","62%","1.10","2","18","0","5","0","239","2","3","3","0","3","0","6","9","10","8","1","1","0","0","2","1","219","8","26","0","12/13 (92%)","9/25 (36%)","55%","3","10/23 (43%)","11/15 (73%)","5/7 (71%)","50%","2","3","23","4","0","0","0","0","0","0","1"
"Visita - AC Milan vs Torino","2ND","17/08/2024","1","1","38%","0.75","1","2","1","0","0","157","5","6","3","0","1","0","1","0","1","1","1","0","0","0","0","1","124","8","17","0","16/36 (44%)","0/3 (0%)","45%","2","13/23 (57%)","4/15 (27%)","2/2 (100%)","40%","5","1","14","19","0","1","0","0","0","0","9"
"Local - Empoli vs Monza","ALL","17/08/2024","1","0","38%","0.47","0","11","1","7","16","260","17","18","1","0","2","0","3","6","8","3","0","0","0","14","4","4","180","20","49","57/99 (58%)","14/40 (35%)","3/21 (14%)","50%","6","41/74 (55%)","16/39 (41%)","6/14 (43%)","53%","17","4","44","21","0","1","0.14","0","1","0","4"
"Visita - Empoli vs Monza","ALL","17/08/2024","1","0","62%","0.34","0","6","2","3","19","442","14","16","1","0","1","0","2","3","4","2","0","0","0","12","0","1","341","27","32","31/58 (53%)","25/69 (36%)","1/13 (8%)","50%","11","33/74 (45%)","23/39 (59%)","4/10 (40%)","71%","14","8","36","17","0","2","0.17","1","0","1","10"
"Local - Empoli vs Monza","1ST","17/08/2024","1","0","44%","0.22","0","5","0","2","0","148","11","8","0","0","1","0","1","3","4","1","0","0","0","0","4","3","108","10","24","0","8/18 (44%)","1/12 (8%)","50%","4","21/40 (53%)","6/14 (43%)","2/7 (29%)","64%","11","2","29","5","0","0","0","0","0","0","2"
"Visita - Empoli vs Monza","1ST","17/08/2024","1","0","56%","0.03","0","1","1","0","0","198","9","8","0","0","0","0","1","0","0","1","0","0","0","0","0","1","147","17","12","0","10/33 (30%)","0/4 (0%)","50%","8","19/40 (48%)","8/14 (57%)","3/6 (50%)","78%","9","2","21","10","0","1","0","0","0","0","6"
"Local - Empoli vs Monza","2ND","17/08/2024","1","0","32%","0.25","0","6","1","5","0","112","6","10","1","0","1","0","2","3","4","2","0","0","0","0","0","1","72","10","25","0","6/22 (27%)","2/9 (22%)","51%","2","20/34 (59%)","10/25 (40%)","4/7 (57%)","33%","6","2","15","16","0","1","0","0","0","0","2"
"Visita - Empoli vs Monza","2ND","17/08/2024","1","0","68%","0.31","0","5","1","3","0","244","5","8","1","0","1","0","1","3","4","1","0","0","0","0","0","0","194","10","20","0","15/36 (42%)","1/9 (11%)","49%","3","14/34 (41%)","15/25 (60%)","1/4 (25%)","60%","5","6","15","7","0","1","0","0","0","0","4"
"Local - Bologna vs Udinese","ALL","18/08/2024","1","1","74%","3.25","5","22","1","9","17","562","16","16","0","0","7","0","8","7","17","5","1","4","1","40","4","1","493","17","59","120/158 (76%)","37/51 (73%)","8/31 (26%)","53%","11","36/74 (49%)","18/28 (64%)","6/10 (60%)","56%","16","3","50","15","0","1","0.37","1","0","0","4"
"Visita - Bologna vs Udinese","ALL","18/08/2024","1","1","26%","0.99","1","4","5","5","17","200","15","16","4","0","2","0","0","2","3","1","0","1","0","11","2","1","131","17","35","26/56 (46%)","18/52 (35%)","2/14 (14%)","47%","6","38/74 (51%)","10/28 (36%)","7/17 (41%)","67%","15","10","35","24","0","5","1.16","1","1","0","9"
"Local - Bologna vs Udinese","1ST","18/08/2024","1","0","73%","1.10","2","6","0","3","0","269","9","8","0","0","1","0","3","2","6","0","0","2","1","0","0","0","235","10","24","0","21/28 (75%)","2/11 (18%)","51%","7","18/41 (44%)","11/16 (69%)","2/5 (40%)","44%","9","1","23","9","0","0","0","0","0","0","3"
"Visita - Bologna vs Udinese","1ST","18/08/2024","1","0","27%","0.11","0","1","1","4","0","95","10","9","1","0","0","0","0","1","1","0","0","0","0","0","1","1","65","9","17","0","9/24 (38%)","1/10 (10%)","49%","4","23/41 (56%)","5/16 (31%)","4/9 (44%)","90%","10","3","15","9","0","1","0","0","0","0","7"
"Local - Bologna vs Udinese","2ND","18/08/2024","1","1","74%","2.14","3","16","1","6","0","293","7","8","0","0","6","0","5","5","11","5","1","2","0","0","4","1","258","7","35","0","16/23 (70%)","6/20 (30%)","56%","4","18/33 (55%)","7/12 (58%)","4/5 (80%)","71%","7","2","27","6","0","1","0","0","0","0","1"
"Visita - Bologna vs Udinese","2ND","18/08/2024","1","1","26%","0.87","1","3","4","1","0","105","5","7","3","0","2","0","0","1","2","1","0","1","0","0","1","0","66","8","18","0","9/28 (32%)","1/4 (25%)","44%","2","15/33 (45%)","5/12 (42%)","3/8 (38%)","20%","5","7","20","15","0","4","0","0","0","0","2"
"Local - Hellas Verona vs SSC Napoli","ALL","18/08/2024","1","3","33%","1.85","3","9","4","1","15","275","18","13","4","0","4","0","5","0","6","3","3","0","1","10","1","2","185","9","49","40/80 (50%)","19/64 (30%)","3/9 (33%)","48%","5","36/65 (55%)","14/39 (36%)","6/9 (67%)","56%","18","10","51","23","2","4","0.66","0","0","0","10"
"Visita - Hellas Verona vs SSC Napoli","ALL","18/08/2024","1","0","67%","0.96","1","14","1","5","13","546","8","15","1","0","4","1","8","2","9","5","0","1","0","18","2","0","460","21","60","95/138 (69%)","12/30 (40%)","6/17 (35%)","52%","11","29/65 (45%)","25/39 (64%)","8/15 (53%)","75%","8","5","47","7","0","1","0.01","1","1","0","8"
"Local - Hellas Verona vs SSC Napoli","1ST","18/08/2024","1","0","31%","0.00","0","0","1","0","0","138","6","9","2","0","0","0","0","0","0","0","0","0","0","0","1","0","85","4","22","0","10/35 (29%)","0/2 (0%)","48%","2","17/29 (59%)","8/23 (35%)","2/2 (100%)","50%","6","1","20","12","0","1","0","0","0","0","7"
"Visita - Hellas Verona vs SSC Napoli","1ST","18/08/2024","1","0","69%","0.64","1","8","0","2","0","299","2","6","0","0","1","0","6","1","6","2","0","1","0","0","1","0","257","9","26","0","8/19 (42%)","4/7 (57%)","52%","3","12/29 (41%)","15/23 (65%)","5/8 (63%)","100%","2","2","25","5","0","0","0","0","0","0","3"
"Local - Hellas Verona vs SSC Napoli","2ND","18/08/2024","1","3","36%","1.85","3","9","3","1","0","137","12","4","2","0","4","0","5","0","6","3","3","0","1","0","0","2","100","5","27","0","9/29 (31%)","3/7 (43%)","48%","3","19/36 (53%)","6/16 (38%)","4/7 (57%)","58%","12","9","31","11","0","3","0","0","0","0","3"
"Visita - Hellas Verona vs SSC Napoli","2ND","18/08/2024","1","0","64%","0.32","0","6","1","3","0","247","6","9","1","0","3","1","2","1","3","3","0","0","0","0","1","0","203","12","34","0","4/11 (36%)","2/10 (20%)","52%","8","17/36 (47%)","10/16 (63%)","3/7 (43%)","67%","6","3","22","2","0","1","0","0","0","0","5"
"Local - Cagliari vs AS Roma","ALL","18/08/2024","1","0","43%","0.98","2","13","3","5","15","333","13","7","2","0","2","1","8","3","8","5","0","2","0","13","3","3","258","24","40","45/74 (61%)","33/68 (49%)","3/16 (19%)","50%","6","28/56 (50%)","11/22 (50%)","8/11 (73%)","46%","13","15","48","26","0","3","0.49","2","1","0","5"
"Visita - Cagliari vs AS Roma","ALL","18/08/2024","1","0","57%","0.94","1","15","2","3","7","446","9","15","0","0","3","1","7","5","6","9","0","1","0","26","4","2","364","24","53","94/136 (69%)","25/48 (52%)","7/22 (32%)","50%","5","28/56 (50%)","11/22 (50%)","5/13 (38%)","33%","9","8","40","15","0","2","0.23","0","0","0","16"
"Local - Cagliari vs AS Roma","1ST","18/08/2024","1","0","51%","0.45","1","5","0","3","0","219","8","5","0","0","1","0","3","1","2","3","0","1","0","0","2","1","179","14","24","0","20/40 (50%)","1/9 (11%)","61%","1","17/29 (59%)","6/9 (67%)","4/7 (57%)","25%","8","8","24","8","0","0","0","0","0","0","2"
"Visita - Cagliari vs AS Roma","1ST","18/08/2024","1","0","49%","0.19","0","3","1","1","0","208","4","6","0","0","0","0","2","1","2","1","0","0","0","0","2","1","166","12","19","0","10/23 (43%)","3/8 (38%)","39%","3","12/29 (41%)","3/9 (33%)","3/8 (38%)","50%","4","4","21","11","0","1","0","0","0","0","8"
"Local - Cagliari vs AS Roma","2ND","18/08/2024","1","0","33%","0.53","1","8","3","2","0","114","5","2","2","0","1","1","5","2","6","2","0","1","0","0","1","2","79","10","16","0","13/28 (46%)","2/7 (29%)","40%","5","11/27 (41%)","5/13 (38%)","4/4 (100%)","80%","5","7","24","18","0","3","0","0","0","0","3"
"Visita - Cagliari vs AS Roma","2ND","18/08/2024","1","0","67%","0.76","1","12","1","2","0","238","5","9","0","0","3","1","5","4","4","8","0","1","0","0","2","1","198","12","34","0","15/25 (60%)","4/14 (29%)","60%","2","16/27 (59%)","8/13 (62%)","2/5 (40%)","20%","5","4","19","4","0","1","0","0","0","0","8"
"Local - Lazio vs Venezia","ALL","18/08/2024","1","3","67%","2.39","5","13","2","6","14","596","13","10","1","0","6","2","5","2","9","4","2","3","2","28","3","0","542","21","50","109/136 (80%)","41/56 (73%)","7/26 (27%)","50%","13","30/63 (48%)","13/23 (57%)","8/11 (73%)","92%","13","7","40","13","0","2","-0.77","1","1","0","5"
"Visita - Lazio vs Venezia","ALL","18/08/2024","1","1","33%","0.62","2","11","4","3","11","287","16","14","2","0","2","0","6","3","6","5","0","2","0","18","1","1","232","12","28","45/63 (71%)","10/27 (37%)","3/12 (25%)","50%","10","33/63 (52%)","10/23 (43%)","4/7 (57%)","50%","16","12","38","20","0","4","-1.49","1","0","1","8"
"Local - Lazio vs Venezia","1ST","18/08/2024","1","2","76%","1.32","3","7","0","3","0","347","10","6","0","0","4","0","2","1","5","2","2","1","0","0","3","0","316","11","31","0","23/32 (72%)","6/16 (38%)","62%","5","21/34 (62%)","8/13 (62%)","5/7 (71%)","90%","10","1","18","2","0","0","0","0","0","0","2"
"Visita - Lazio vs Venezia","1ST","18/08/2024","1","1","24%","0.15","0","4","2","0","0","107","7","5","1","0","1","0","2","1","2","2","0","0","0","0","0","0","81","7","13","0","4/15 (27%)","0/3 (0%)","38%","8","13/34 (38%)","5/13 (38%)","1/3 (33%)","29%","7","7","18","10","0","2","0","0","0","0","3"
"Local - Lazio vs Venezia","2ND","18/08/2024","1","1","58%","1.07","2","6","2","3","0","249","3","4","1","0","2","2","3","1","4","2","0","2","2","0","0","0","226","10","19","0","18/24 (75%)","1/10 (10%)","36%","8","9/29 (31%)","5/10 (50%)","3/4 (75%)","100%","3","6","22","11","0","2","0","0","0","0","3"
"Visita - Lazio vs Venezia","2ND","18/08/2024","1","0","42%","0.47","2","7","2","3","0","180","9","9","1","0","1","0","4","2","4","3","0","2","0","0","1","1","151","5","15","0","6/12 (50%)","3/9 (33%)","64%","2","20/29 (69%)","5/10 (50%)","3/4 (75%)","67%","9","5","20","10","0","2","0","0","0","0","5"
"Local - Lecce vs Atalanta","ALL","19/08/2024","1","0","47%","1.58","4","21","2","5","10","411","19","24","0","0","4","0","13","4","14","7","0","4","2","25","2","1","336","19","64","56/94 (60%)","23/52 (44%)","9/16 (56%)","60%","8","46/70 (66%)","24/46 (52%)","4/6 (67%)","42%","19","9","46","7","1","2","-1.62","0","0","0","4"
"Visita - Lecce vs Atalanta","ALL","19/08/2024","1","4","53%","1.74","5","11","4","3","24","465","10","9","2","0","6","0","4","1","10","1","3","2","0","20","2","1","388","13","59","70/94 (74%)","31/63 (49%)","6/15 (40%)","40%","11","24/70 (34%)","22/46 (48%)","6/14 (43%)","60%","10","12","53","16","0","4","0.74","1","0","0","14"
"Local - Lecce vs Atalanta","1ST","19/08/2024","1","0","35%","0.39","0","8","2","3","0","160","11","4","0","0","0","0","6","2","5","3","0","0","1","0","1","1","118","10","26","0","16/37 (43%)","3/7 (43%)","51%","7","16/33 (48%)","14/26 (54%)","1/2 (50%)","27%","11","6","24","5","0","2","0","0","0","0","4"
"Visita - Lecce vs Atalanta","1ST","19/08/2024","1","2","65%","0.64","4","7","0","2","0","294","8","7","0","0","4","0","3","0","6","1","2","2","0","0","0","0","255","6","35","0","18/32 (56%)","6/11 (55%)","49%","6","17/33 (52%)","12/26 (46%)","4/9 (44%)","75%","8","4","26","11","0","0","0","0","0","0","7"
"Local - Lecce vs Atalanta","2ND","19/08/2024","1","0","60%","1.20","4","13","0","2","0","251","8","20","0","0","4","0","7","2","9","4","0","4","1","0","1","0","218","9","38","0","7/15 (47%)","6/9 (67%)","70%","1","30/37 (81%)","10/20 (50%)","3/4 (75%)","63%","8","3","22","2","0","0","0","0","0","0","0"
"Visita - Lecce vs Atalanta","2ND","19/08/2024","1","2","40%","1.10","1","4","4","1","0","171","2","2","2","0","2","0","1","1","4","0","1","0","0","0","2","1","133","7","24","0","13/31 (42%)","0/4 (0%)","30%","5","7/37 (19%)","10/20 (50%)","2/5 (40%)","0%","2","8","27","5","0","4","0","0","0","0","7"
"Local - Juventus vs Como","ALL","19/08/2024","1","3","58%","1.20","3","13","0","3","11","525","15","12","2","0","7","2","6","0","9","4","0","3","0","18","1","4","484","10","34","63/83 (76%)","39/52 (75%)","5/14 (36%)","67%","4","33/53 (62%)","13/16 (81%)","7/10 (70%)","60%","15","4","38","10","0","0","0.00","0","1","0","7"
"Visita - Juventus vs Como","ALL","19/08/2024","1","0","42%","0.17","0","3","3","0","12","382","7","11","4","0","0","0","1","2","1","2","0","0","0","6","1","1","338","17","32","49/67 (73%)","12/28 (43%)","1/12 (8%)","33%","9","20/53 (38%)","3/16 (19%)","2/8 (25%)","57%","7","4","29","9","2","3","-0.71","1","0","0","7"
"Local - Juventus vs Como","1ST","19/08/2024","1","2","48%","0.55","1","6","0","1","0","220","6","7","0","0","4","1","2","0","5","1","0","1","0","0","1","0","195","5","14","0","18/23 (78%)","4/8 (50%)","67%","3","13/23 (57%)","9/10 (90%)","1/3 (33%)","67%","6","3","20","7","0","0","0","0","0","0","3"
"Visita - Juventus vs Como","1ST","19/08/2024","1","0","52%","0.11","0","1","1","0","0","243","5","5","2","0","0","0","0","1","1","0","0","0","0","0","0","0","215","10","22","0","8/20 (40%)","1/7 (14%)","33%","5","10/23 (43%)","1/10 (10%)","0/1 (0%)","60%","5","4","16","4","0","1","0","0","0","0","4"
"Local - Juventus vs Como","2ND","19/08/2024","1","1","68%","0.65","2","7","0","2","0","305","9","5","2","0","3","1","4","0","4","3","0","2","0","0","0","4","289","5","20","0","21/29 (72%)","1/6 (17%)","67%","1","20/30 (67%)","4/6 (67%)","6/7 (86%)","56%","9","1","18","3","0","0","0","0","0","0","4"
"Visita - Juventus vs Como","2ND","19/08/2024","1","0","32%","0.07","0","2","2","0","0","139","2","6","2","0","0","0","1","1","0","2","0","0","0","0","1","1","123","7","10","0","4/8 (50%)","0/5 (0%)","33%","4","10/30 (33%)","2/6 (33%)","2/7 (29%)","50%","2","0","13","5","0","2","0","0","0","0","3"
"Local - Parma vs AC Milan","ALL","24/08/2024","2","2","39%","1.73","4","9","4","3","9","371","17","12","0","0","5","0","3","1","7","2","2","2","1","15","1","2","310","12","39","64/87 (74%)","23/52 (44%)","0/2 (0%)","54%","8","39/77 (51%)","9/12 (75%)","10/21 (48%)","65%","17","8","54","29","0","4","0.62","1","1","0","11"
"Visita - Parma vs AC Milan","ALL","24/08/2024","2","1","61%","1.95","3","17","3","9","13","551","19","9","3","0","5","1","9","3","10","7","1","2","0","41","2","0","487","14","66","135/177 (76%)","11/26 (42%)","5/27 (19%)","46%","7","38/77 (49%)","3/12 (25%)","10/20 (50%)","74%","19","11","52","6","0","3","-0.60","1","0","0","4"
"Local - Parma vs AC Milan","1ST","24/08/2024","2","1","44%","0.96","3","6","3","1","0","212","9","9","0","0","3","0","2","1","5","1","1","2","1","0","1","0","184","5","18","0","13/23 (57%)","0/1 (0%)","67%","6","23/36 (64%)","7/9 (78%)","5/6 (83%)","56%","9","3","23","16","0","3","0","0","0","0","5"
"Visita - Parma vs AC Milan","1ST","24/08/2024","2","0","56%","0.45","1","7","2","9","0","254","7","4","1","0","3","0","3","1","4","3","0","1","0","0","1","0","231","6","33","0","6/12 (50%)","2/18 (11%)","33%","5","13/36 (36%)","2/9 (22%)","2/6 (33%)","71%","7","4","20","3","0","2","0","0","0","0","3"
"Local - Parma vs AC Milan","2ND","24/08/2024","2","1","34%","0.77","1","3","1","2","0","159","8","3","0","0","2","0","1","0","2","1","1","0","0","0","0","2","126","7","21","0","10/29 (34%)","0/1 (0%)","41%","2","16/41 (39%)","2/3 (67%)","5/15 (33%)","75%","8","5","31","13","0","1","0","0","0","0","6"
"Visita - Parma vs AC Milan","2ND","24/08/2024","2","1","66%","1.50","2","10","1","0","0","297","12","5","2","0","2","1","6","2","6","4","1","1","0","0","1","0","256","8","33","0","5/14 (36%)","3/9 (33%)","59%","2","25/41 (61%)","1/3 (33%)","8/14 (57%)","75%","12","7","32","3","0","1","0","0","0","0","1"
"Local - Udinese vs Lazio","ALL","24/08/2024","2","2","35%","0.85","2","8","3","4","15","260","18","9","4","1","3","0","4","1","5","3","2","0","0","10","0","2","190","13","45","40/71 (56%)","26/51 (51%)","2/12 (17%)","51%","4","34/69 (49%)","17/31 (55%)","7/14 (50%)","61%","18","9","32","35","0","3","0.82","1","0","1","11"
"Visita - Udinese vs Lazio","ALL","24/08/2024","2","1","65%","1.31","2","17","1","13","10","469","11","15","1","0","5","1","10","2","14","3","1","1","0","29","0","2","401","29","66","100/129 (78%)","23/42 (55%)","11/45 (24%)","49%","12","35/69 (51%)","14/31 (45%)","9/15 (60%)","55%","11","6","39","8","0","1","-0.39","0","0","1","7"
"Local - Udinese vs Lazio","1ST","24/08/2024","2","1","36%","0.28","1","4","0","2","0","147","11","4","1","0","1","0","3","0","3","1","1","0","0","0","0","1","105","6","18","0","11/25 (44%)","1/6 (17%)","54%","1","19/33 (58%)","7/15 (47%)","4/7 (57%)","82%","11","6","18","16","0","0","0","0","0","0","6"
"Visita - Udinese vs Lazio","1ST","24/08/2024","2","0","64%","0.26","0","8","0","6","0","257","4","8","0","0","1","0","6","1","5","3","0","0","0","0","0","0","212","21","36","0","12/25 (48%)","2/16 (13%)","46%","5","14/33 (42%)","8/15 (53%)","2/8 (25%)","25%","4","5","21","3","0","0","0","0","0","0","4"
"Local - Udinese vs Lazio","2ND","24/08/2024","2","1","33%","0.56","1","4","3","2","0","113","7","5","3","1","2","0","1","1","2","2","1","0","0","0","0","1","85","7","27","0","15/26 (58%)","1/6 (17%)","48%","3","15/36 (42%)","10/16 (63%)","3/7 (43%)","29%","7","3","14","19","0","3","0","0","0","0","5"
"Visita - Udinese vs Lazio","2ND","24/08/2024","2","1","67%","1.05","2","9","1","7","0","212","7","7","1","0","4","1","4","1","9","0","1","1","0","0","0","2","189","8","30","0","11/17 (65%)","9/29 (31%)","52%","7","21/36 (58%)","6/16 (38%)","7/7 (100%)","71%","7","1","18","5","0","1","0","0","0","0","3"
"Local - Inter vs Lecce","ALL","24/08/2024","2","2","61%","2.42","5","11","4","10","9","582","14","12","0","0","3","0","5","3","9","2","2","3","2","27","3","4","522","17","49","125/160 (78%)","24/40 (60%)","4/22 (18%)","59%","6","26/48 (54%)","15/22 (68%)","0/6 (0%)","86%","14","6","51","16","0","4","0.43","1","1","1","5"
"Visita - Inter vs Lecce","ALL","24/08/2024","2","0","39%","0.27","0","10","1","6","12","366","11","8","2","0","4","0","4","2","6","4","0","0","0","13","1","0","316","12","45","67/94 (71%)","15/38 (39%)","3/18 (17%)","41%","8","22/48 (46%)","7/22 (32%)","2/8 (25%)","73%","11","3","45","23","0","1","-0.22","0","1","2","7"
"Local - Inter vs Lecce","1ST","24/08/2024","2","1","61%","0.65","1","5","0","5","0","278","8","4","0","0","2","0","2","1","3","2","1","0","1","0","1","1","245","9","27","0","14/24 (58%)","1/14 (7%)","47%","3","12/25 (48%)","5/11 (45%)","0/2 (0%)","75%","8","4","28","5","0","0","0","0","0","0","3"
"Visita - Inter vs Lecce","1ST","24/08/2024","2","0","39%","0.08","0","3","1","2","0","179","5","6","1","0","0","0","2","1","1","2","0","0","0","0","0","0","148","4","26","0","10/23 (43%)","0/8 (0%)","53%","5","13/25 (52%)","6/11 (55%)","2/5 (40%)","80%","5","1","25","15","0","1","0","0","0","0","5"
"Local - Inter vs Lecce","2ND","24/08/2024","2","1","61%","1.77","4","6","4","5","0","304","6","8","0","0","1","0","3","2","6","0","1","3","1","0","2","3","277","8","22","0","10/16 (63%)","3/8 (38%)","71%","3","14/23 (61%)","10/11 (91%)","0/4 (0%)","100%","6","2","23","11","0","4","0","0","0","0","2"
"Visita - Inter vs Lecce","2ND","24/08/2024","2","0","39%","0.19","0","7","0","4","0","187","6","2","1","0","4","0","2","1","5","2","0","0","0","0","1","0","168","8","19","0","5/15 (33%)","3/10 (30%)","29%","3","9/23 (39%)","1/11 (9%)","0/3 (0%)","67%","6","2","20","8","0","0","0","0","0","0","2"
"Local - Monza vs Genoa","ALL","24/08/2024","2","0","70%","0.44","0","9","0","8","6","629","11","17","2","0","2","1","5","2","6","3","0","0","0","20","3","1","563","20","60","102/130 (78%)","45/64 (70%)","8/31 (26%)","63%","9","34/53 (64%)","24/39 (62%)","6/9 (67%)","45%","11","6","32","16","0","0","-0.64","0","0","1","8"
