referee_id,name,country,match_count,last_match_date,first_match_date,avg_yellow_cards,avg_red_cards,avg_booking_points,avg_fouls_total,avg_first_card_minute,avg_cards_1h,avg_cards_2h,avg_cards_et,competition_ids,competition_names,search_key,source_lots
788270,Nicolas Ramirez,Argentina,50,2026-08-29,2024-05-11,6.56,0.28,71.2,25.94,25.1,2.62,4.12,0.1,155,Liga Profesional Argentina,nicolas ramirez,480|FINAL
789725,Niels Boel,Netherlands,20,2026-08-28,2025-09-26,3.25,0.05,33.5,23.5,37.3,1.0,2.3,0.0,131,Eerste Divisie,niels boel,480|FINAL
787771,Oguzhan Aksu,Türkiye,50,2026-08-29,2023-02-28,3.9,0.3,45.0,23.74,31.62,1.5,2.7,0.0,52|98,1. Lig|Süper Lig,oguzhan aksu,480|FINAL
787315,Oguzhan Cakir,Türkiye,50,2026-08-16,2024-03-15,4.34,0.14,46.2,27.44,36.6,1.18,3.14,0.16,52|98,1. Lig|Süper Lig,oguzhan cakir,480|FINAL
790610,Oguzhan Gokcen,Türkiye,9,2026-08-22,2025-08-23,3.44,0.22,38.89,19.44,34.67,1.33,2.33,0.0,98,1. Lig,oguzhan gokcen,480|FINAL
65911,Ola Hobber Nilsen,Norway,50,2026-08-30,2023-04-10,3.3,0.08,34.6,21.2,35.24,1.26,2.12,0.0,20,Eliteserien,ola hobber nilsen,480|FINAL
789753,Olatz Rivera Olmedo,Spain,1,2026-08-16,2026-08-16,3.0,0.0,30.0,22.0,18.0,3.0,0.0,0.0,54,LaLiga Hypermotion,olatz rivera olmedo,480|FINAL
88698,Oliver Langford,England,50,2026-08-15,2024-08-25,3.52,0.12,37.6,20.86,36.1,1.4,2.24,0.0,18|24|25,Championship|League One|League Two,oliver langford,480|FINAL
785812,Oliver Yates,England,50,2026-08-15,2024-04-27,4.42,0.14,47.0,22.86,38.84,1.2,3.36,0.0,24|25,League One|League Two,oliver yates,480|FINAL
786870,Omer Faruk Gultekin,Türkiye,23,2026-08-16,2024-01-13,4.91,0.22,53.48,28.26,26.35,1.78,3.35,0.0,98,1. Lig,omer faruk gultekin,480|FINAL
787881,Omer Faruk Turtay,Türkiye,50,2026-08-22,2022-03-20,3.88,0.18,42.4,25.12,33.33,1.34,2.72,0.0,52|98,1. Lig|Süper Lig,omer faruk turtay,480|FINAL
788207,Omer Tolga Guldibi,Türkiye,47,2026-08-29,2022-05-20,5.06,0.19,54.47,26.94,29.21,1.74,3.51,0.0,52|98,1. Lig|Süper Lig,omer tolga guldibi,480|FINAL
787862,Oscar Johnson,Sweden,50,2026-08-21,2024-05-16,4.22,0.1,44.2,25.74,33.44,1.4,2.92,0.0,40,Allsvenskan,oscar johnson,480|FINAL
787320,Ozan Ergun,Türkiye,50,2026-08-15,2023-12-24,4.82,0.32,54.6,25.76,34.04,1.54,3.6,0.0,52|98,1. Lig|Süper Lig,ozan ergun,480|FINAL
786274,Pablo Dovalo,Argentina,50,2026-08-28,2024-05-18,3.78,0.34,44.6,24.02,32.72,1.38,2.74,0.0,155,Liga Profesional Argentina,pablo dovalo,480|FINAL
786258,Pablo Echavarria,Argentina,50,2026-08-28,2024-07-27,4.4,0.18,47.6,22.96,28.08,1.8,2.72,0.06,155,Liga Profesional Argentina,pablo echavarria,480|FINAL
791299,Pablo Morales Moreno,Spain,1,2026-08-22,2026-08-22,2.0,0.0,20.0,33.0,50.0,0.0,2.0,0.0,54,LaLiga Hypermotion,pablo morales moreno,480|FINAL
787924,Paride Tremolada,Italy,46,2026-08-22,2021-10-24,5.35,0.24,58.26,27.62,27.39,1.87,3.72,0.0,23|53,Serie A|Serie B,paride tremolada,480|FINAL
67052,Patrick Alt,Germany,50,2026-05-17,2021-10-23,5.3,0.28,58.6,24.74,30.44,1.78,3.8,0.0,44,2. Bundesliga,patrick alt,480|FINAL
84329,Patrick Ittrich,Germany,50,2026-05-16,2022-08-28,3.92,0.12,41.6,24.06,31.86,1.52,2.52,0.0,35|44,2. Bundesliga|Bundesliga,patrick ittrich,480|FINAL
786304,Patrick Schwengers,Germany,32,2026-08-29,2023-08-26,4.09,0.12,43.44,23.34,30.8,1.66,2.56,0.0,44,2. Bundesliga,patrick schwengers,480|FINAL
787617,Paul Howard,England,50,2026-08-15,2024-01-13,3.6,0.08,37.6,22.08,31.75,1.22,2.46,0.0,24|25,League One|League Two,paul howard,480|FINAL
104864,Paul Tierney,England,50,2026-08-29,2023-04-30,3.48,0.1,36.8,21.82,37.44,1.32,2.26,0.0,17|18|24|25,Championship|League One|League Two|Premier League,paul tierney,480|FINAL
787819,Paulo Cesar Zanovelli da Silva,Brazil,50,2026-08-22,2023-09-18,4.96,0.32,56.0,29.06,28.24,2.12,3.16,0.0,325|390,Brasileirão Série A|Brasileirão Série B,paulo cesar zanovelli da silva,480|FINAL
559006,Paulo Schleich Vollkopf,Brazil,33,2026-07-22,2014-05-22,5.09,0.15,53.94,29.67,30.18,1.76,3.48,0.0,325|390,Brasileirão Série A|Brasileirão Série B,paulo schleich vollkopf,480|FINAL
786814,Pedro Ramalho,Portugal,50,2026-08-29,2022-09-17,5.6,0.24,60.8,29.73,33.38,1.78,4.06,0.0,238|239,Liga Portugal|Liga Portugal 2,pedro ramalho,480|FINAL
84326,Peter Bankes,England,50,2026-08-29,2023-12-06,3.84,0.14,41.2,20.62,38.71,1.7,2.28,0.0,17|18,Championship|Premier League,peter bankes,480|FINAL
786057,Pierre Gaillouste,France,50,2026-08-28,2023-09-17,4.04,0.24,45.2,25.66,29.69,1.72,2.56,0.0,34|182,Ligue 1|Ligue 2,pierre gaillouste,480|FINAL
787356,Pierre-Luc Lauziere,USA,50,2026-08-29,2023-03-18,3.96,0.06,40.8,23.44,36.51,1.42,2.6,0.0,242,MLS,pierre luc lauziere,480|FINAL
788615,Pierre Retail,France,2,2026-08-28,2026-08-14,2.0,0.5,30.0,23.5,45.0,0.5,2.0,0.0,182,Ligue 2,pierre retail,480|FINAL
790933,Pierry Dias dos Santos,Brazil,3,2026-08-29,2026-04-01,5.33,0.0,53.33,30.67,18.67,3.33,2.0,0.0,390,Brasileirão Série B,pierry dias dos santos,480|FINAL
73576,Radu Marian Petrescu,Romania,50,2026-08-28,2023-04-29,4.04,0.2,44.4,26.1,35.61,1.14,3.1,0.0,152,Liga I,radu marian petrescu,480|FINAL
788516,Rafael Rodrigo Klein,Brazil,50,2026-08-23,2024-11-16,4.3,0.36,50.2,26.68,32.4,2.04,2.62,0.0,325|390,Brasileirão Série A|Brasileirão Série B,rafael rodrigo klein,480|FINAL
785906,Rafael Sanchez Lopez,Spain,50,2026-08-30,2023-11-11,4.1,0.28,46.6,22.92,32.78,1.42,2.96,0.0,54,LaLiga Hypermotion,rafael sanchez lopez,480|FINAL
789780,Raimundo Rodrigues de Oliveira Junior,Brazil,2,2026-08-14,2024-11-22,4.5,0.0,45.0,26.5,34.5,1.0,3.5,0.0,390,Brasileirão Série B,raimundo rodrigues de oliveira junior,480|FINAL
787576,Ramon Abatti Abel,Brazil,50,2026-08-08,2023-09-30,4.62,0.24,51.0,29.3,35.3,1.58,3.28,0.0,325|390,Brasileirão Série A|Brasileirão Série B,ramon abatti abel,480|FINAL
786724,Ramy Touchan,USA,50,2026-08-19,2022-03-19,5.08,0.28,56.4,25.58,28.62,1.78,3.58,0.0,242,MLS,ramy touchan,480|FINAL
243495,Raphael Claus,Brazil,50,2026-08-23,2024-07-24,3.72,0.18,40.8,23.24,31.08,1.6,2.3,0.0,325|390,Brasileirão Série A|Brasileirão Série B,raphael claus,480|FINAL
788019,Rares George Vidican,Romania,50,2026-08-22,2023-11-27,4.9,0.14,51.8,23.82,33.72,1.36,3.58,0.1,152,Liga I,rares george vidican,480|FINAL
787241,Remi Landry,France,50,2026-08-14,2023-05-20,4.06,0.12,43.0,29.12,33.98,1.42,2.76,0.0,182,Ligue 2,remi landry,480|FINAL
788005,Resat Onur Coskunses,Türkiye,45,2026-08-23,2022-02-05,4.51,0.33,51.78,25.22,38.04,1.56,3.29,0.0,52|98,1. Lig|Süper Lig,resat onur coskunses,480|FINAL
229712,Ricardo Baixinho,Portugal,50,2026-08-23,2023-04-23,6.92,0.62,81.6,30.84,23.4,2.9,4.64,0.0,238|239,Liga Portugal|Liga Portugal 2,ricardo baixinho,480|FINAL
789070,Ricardo Fierro,USA,30,2026-08-19,2023-08-30,3.53,0.3,41.33,27.3,32.41,1.4,2.43,0.0,242,MLS,ricardo fierro,480|FINAL
785299,Ricardo Montero,Costa Rica,29,2026-08-19,2024-08-31,4.41,0.21,48.28,24.72,32.43,1.52,3.1,0.0,242,MLS,ricardo montero,480|FINAL
789822,Richard Eley,England,27,2026-08-15,2025-01-25,4.0,0.15,42.96,25.89,38.07,1.26,2.89,0.0,24|25,League One|League Two,richard eley,480|FINAL
786404,Richard Hempel,Germany,40,2026-08-28,2022-11-09,5.2,0.35,59.0,25.23,26.35,2.35,3.2,0.0,44,2. Bundesliga,richard hempel,480|FINAL
272661,Richard Martens,Netherlands,50,2026-08-22,2023-09-24,3.36,0.2,37.6,22.16,39.98,1.08,2.48,0.0,37|131,Eerste Divisie|Eredivisie,richard martens,480|FINAL
787226,Richard Sundell,Sweden,50,2026-08-22,2024-04-07,3.06,0.08,32.2,22.88,38.38,1.22,1.92,0.0,40,Allsvenskan,richard sundell,480|FINAL
789637,Rick Sturm,Netherlands,43,2026-08-28,2024-09-13,2.86,0.07,30.0,21.88,47.45,0.72,2.21,0.0,131,Eerste Divisie,rick sturm,480|FINAL
52457,Robert Hartmann,Germany,50,2026-08-29,2023-10-28,3.8,0.26,43.2,22.44,35.0,1.44,2.62,0.0,35|44,2. Bundesliga|Bundesliga,robert hartmann,480|FINAL
74264,Robert Jones,England,50,2026-08-28,2023-10-08,4.28,0.12,45.2,23.44,31.19,1.7,2.7,0.0,17|18,Championship|Premier League,robert jones,480|FINAL
67074,Robert Kampka,Germany,50,2026-05-17,2021-09-12,4.5,0.16,48.2,24.68,35.1,1.38,3.28,0.0,44,2. Bundesliga,robert kampka,480|FINAL
79032,Robert Madley,England,50,2026-08-29,2024-01-20,3.96,0.14,42.4,22.29,37.04,1.56,2.54,0.0,18|24|25,Championship|League One|League Two,robert madley,480|FINAL
103168,Robert Schröder,Germany,50,2026-05-26,2022-03-12,3.8,0.18,41.6,23.4,34.61,1.46,2.52,0.0,35|44|185,2. Bundesliga|Bundesliga|Super League Greece,robert schroder,480|FINAL
786859,Roberto Perez Gutierrez,Peru,50,2026-08-22,2023-09-21,3.58,0.32,42.2,23.56,32.65,1.46,2.44,0.0,406,Liga 1 Perú,roberto perez gutierrez,480|FINAL
786331,Robin Braun,Germany,50,2026-05-08,2022-03-11,4.72,0.16,50.4,24.74,29.1,1.64,3.24,0.0,35|44,2. Bundesliga|Bundesliga,robin braun,480|FINAL
787932,Robin Hensgens,Netherlands,50,2026-08-30,2024-08-09,3.72,0.12,39.6,24.62,33.1,1.38,2.46,0.0,37|131,Eerste Divisie|Eredivisie,robin hensgens,480|FINAL
791024,Rodrigo Albuquerque,USA,2,2026-08-22,2026-05-16,5.5,0.5,65.0,24.5,32.5,2.0,4.0,0.0,242,MLS,rodrigo albuquerque,480|FINAL
788693,Rodrigo Jose Pereira de Lima,Brazil,50,2026-08-22,2024-11-04,4.42,0.16,47.4,27.92,29.81,1.84,2.74,0.0,325|390,Brasileirão Série A|Brasileirão Série B,rodrigo jose pereira de lima,480|FINAL
121217,Rohit Saggi,Norway,50,2026-08-14,2023-12-06,3.7,0.24,41.8,23.9,44.0,1.02,2.92,0.0,20|185,Eliteserien|Super League Greece,rohit saggi,480|FINAL
785583,Romain Lissorgue,France,50,2026-08-30,2023-09-03,4.08,0.3,46.8,26.4,31.0,1.8,2.58,0.0,34|182,Ligue 1|Ligue 2,romain lissorgue,480|FINAL
172185,Rosario Abisso,Italy,50,2026-05-09,2022-10-09,4.44,0.38,52.0,26.88,30.06,1.72,3.1,0.0,23|53,Serie A|Serie B,rosario abisso,480|FINAL
791304,Rosario Guadalupe Cardenas Morales,Mexico,1,2026-08-22,2026-08-22,1.0,1.0,30.0,29.0,36.0,1.0,1.0,0.0,406,Liga 1 Perú,rosario guadalupe cardenas morales,480|FINAL
787244,Rosendo Mendoza,USA,50,2026-08-29,2024-07-13,4.82,0.24,53.0,25.92,27.63,1.88,3.18,0.0,242,MLS,rosendo mendoza,480|FINAL
81647,Ross Joyce,England,50,2026-05-02,2024-09-14,3.66,0.06,37.8,23.56,35.34,1.28,2.44,0.0,24|25,League One|League Two,ross joyce,480|FINAL
790563,Ross Martin,England,13,2026-08-15,2025-08-09,3.77,0.08,39.23,24.77,32.15,1.38,2.46,0.0,24|25,League One|League Two,ross martin,480|FINAL
786280,Rubiel Vazquez,USA,50,2026-08-19,2023-07-12,3.84,0.14,41.2,22.88,36.32,1.16,2.76,0.06,242,MLS,rubiel vazquez,480|FINAL
52576,Ruddy Buquet,France,50,2026-08-21,2023-09-01,3.44,0.3,40.4,23.98,41.51,1.1,2.64,0.0,34|182,Ligue 1|Ligue 2,ruddy buquet,480|FINAL
790843,Rudy Mendez,Peru,4,2026-08-22,2026-02-14,5.25,0.5,62.5,22.75,28.75,1.75,4.0,0.0,406,Liga 1 Perú,rudy mendez,480|FINAL
791298,Rueben Ricardo,England,1,2026-08-22,2026-08-22,6.0,0.0,60.0,22.0,9.0,1.0,5.0,0.0,18,Championship,rueben ricardo,480|FINAL
788694,Ruebyn Ricardo,England,50,2026-05-02,2024-08-10,4.74,0.14,50.2,22.5,36.02,1.6,3.28,0.0,18|24|25,Championship|League One|League Two,ruebyn ricardo,FINAL
787512,Safak Barmaksiz,Austria,17,2026-08-08,2023-11-11,4.0,0.18,43.53,19.18,26.5,1.59,2.59,0.0,45,Austrian Bundesliga,safak barmaksiz,FINAL
785419,Salvador Lax Franco,Spain,50,2026-08-22,2023-11-18,4.56,0.22,50.0,25.12,33.6,1.64,3.14,0.0,54,LaLiga Hypermotion,salvador lax franco,FINAL
786004,Sam Allison,England,50,2026-08-22,2024-04-13,4.1,0.1,43.0,23.4,29.88,1.44,2.76,0.0,17|18|24|25,Championship|League One|League Two|Premier League,sam allison,FINAL
787605,Samuel Barrott,England,50,2026-08-29,2024-01-02,3.78,0.04,38.6,19.74,39.86,1.12,2.7,0.0,17|18,Championship|Premier League,samuel barrott,FINAL
785879,Sander van der Eijk,Netherlands,50,2026-08-23,2024-03-17,3.38,0.24,38.6,21.64,35.57,1.24,2.3,0.08,37|131,Eerste Divisie|Eredivisie,sander van der eijk,FINAL
785775,Sandi Putros,Denmark,50,2026-08-30,2022-08-26,3.6,0.1,38.0,22.12,38.02,1.22,2.48,0.0,39|185,Danish Superliga|Super League Greece,sandi putros,FINAL
137333,Sandro Schärer,Switzerland,50,2026-08-29,2021-10-24,4.42,0.22,48.6,25.0,31.82,1.52,3.12,0.0,215,Swiss Super League,sandro scharer,FINAL
353954,Saul Ais Reig,Spain,50,2026-08-24,2023-11-24,5.1,0.24,55.8,22.88,29.5,1.86,3.48,0.0,54,LaLiga Hypermotion,saul ais reig,FINAL
785914,Savio Pereira Sampaio,Brazil,50,2026-08-24,2024-05-27,4.22,0.14,45.0,25.08,27.76,1.86,2.5,0.0,325|390,Brasileirão Série A|Brasileirão Série B,savio pereira sampaio,FINAL
788834,Scott Jackson,England,50,2026-08-15,2023-04-07,4.1,0.14,43.8,21.28,30.12,1.54,2.7,0.0,24|25,League One|League Two,scott jackson,FINAL
786332,Scott Oldham,England,50,2026-08-15,2024-09-28,3.72,0.12,39.6,21.6,33.36,1.34,2.5,0.0,24|25,League One|League Two,scott oldham,FINAL
68039,Sebastian Gishamer,Austria,50,2026-08-07,2022-08-14,4.3,0.22,47.4,25.66,30.61,1.36,3.16,0.0,38|45,Austrian Bundesliga|Belgian Pro League,sebastian gishamer,FINAL
788185,Sebastian Lozano,Peru,50,2026-08-29,2022-05-13,4.9,0.36,56.2,26.78,32.62,1.7,3.56,0.0,406,Liga 1 Perú,sebastian lozano,FINAL
788549,Sebastian Nicolas Martinez,Argentina,50,2026-08-29,2024-05-10,6.08,0.3,66.8,25.12,26.74,2.42,3.96,0.0,155,Liga Profesional Argentina,sebastian nicolas martinez,FINAL
106247,Sebastian Stockbridge,England,50,2026-08-15,2024-11-16,4.68,0.12,49.2,24.86,23.53,1.84,2.96,0.0,24|25,League One|League Two,sebastian stockbridge,FINAL
787946,Sebastian Zunino,Argentina,52,2026-08-24,2024-09-13,5.19,0.33,58.46,24.1,33.49,1.81,3.69,0.02,155,Liga Profesional Argentina,sebastian zunino,FINAL
78563,Serdar Gozubuyuk,Netherlands,50,2026-08-29,2024-09-28,3.52,0.1,37.2,21.86,29.58,1.58,2.04,0.0,37|131,Eerste Divisie|Eredivisie,serdar gozubuyuk,FINAL
789431,Sergii Demianchuk,USA,24,2026-08-29,2024-05-04,4.17,0.08,43.33,24.46,38.0,1.25,3.0,0.0,242,MLS,sergii demianchuk,FINAL
787274,Sergio Guelho,Portugal,50,2026-08-28,2019-08-17,4.82,0.08,49.8,28.32,28.16,1.86,3.04,0.0,238|239,Liga Portugal|Liga Portugal 2,sergio guelho,FINAL
789593,Sergui Claudiu Muresan,Spain,40,2026-05-24,2024-08-24,4.38,0.28,49.25,24.95,29.63,1.48,3.17,0.0,54,LaLiga Hypermotion,sergui claudiu muresan,FINAL
788732,Shona Shukrula,Netherlands,12,2026-08-21,2024-10-04,1.92,0.08,20.83,24.08,45.45,0.5,1.5,0.0,131,Eerste Divisie,shona shukrula,FINAL
114242,Sigurd Smehus Kringstad,Norway,50,2026-08-30,2020-07-30,3.74,0.2,41.4,23.54,36.71,1.26,2.68,0.0,20,Eliteserien,sigurd smehus kringstad,FINAL
788392,Simone Galipo,Italy,31,2026-05-08,2024-08-24,5.45,0.29,60.32,31.83,26.23,1.97,3.77,0.0,23|53,Serie A|Serie B,simone galipo,FINAL
785420,Simone Sozza,Italy,50,2026-05-24,2023-11-12,4.18,0.14,44.6,26.02,34.06,1.7,2.62,0.0,23|53|185,Serie A|Serie B|Super League Greece,simone sozza,FINAL
785691,Sivert Amland,Norway,50,2026-08-08,2023-05-07,3.42,0.14,37.0,23.04,41.3,1.2,2.36,0.0,20,Eliteserien,sivert amland,FINAL
127921,Sören Storks,Germany,50,2026-08-28,2020-05-23,4.26,0.24,47.4,22.3,39.94,1.18,3.32,0.0,35|44|185,2. Bundesliga|Bundesliga|Super League Greece,soren storks,FINAL
789313,Sorin Dan Vadana,Romania,14,2026-07-24,2024-02-02,4.64,0.21,50.71,26.5,30.0,1.43,3.43,0.0,152,Liga I,sorin dan vadana,FINAL
791288,Soulaimane Chamel,France,1,2026-08-21,2026-08-21,2.0,0.0,20.0,26.0,59.0,0.0,2.0,0.0,182,Ligue 2,soulaimane chamel,FINAL
791292,Spyros Zampalas,Greece,1,2026-08-22,2026-08-22,7.0,1.0,90.0,38.0,44.0,3.0,5.0,0.0,185,Super League Greece,spyros zampalas,FINAL
786481,Stan Teuben,Netherlands,50,2026-08-21,2024-01-22,3.4,0.06,35.2,24.62,35.29,1.0,2.46,0.0,37|131,Eerste Divisie|Eredivisie,stan teuben,FINAL
786073,Stavros Tsimenteridis,Greece,32,2026-08-29,2022-11-05,5.12,0.22,55.62,30.53,29.38,2.0,3.34,0.0,185,Super League Greece,stavros tsimenteridis,FINAL
785312,Stefan Ebner,Austria,50,2026-08-30,2023-02-26,4.48,0.26,50.0,25.52,33.18,1.5,3.24,0.0,45,Austrian Bundesliga,stefan ebner,FINAL
786147,Stephen Martin,England,50,2026-05-02,2024-10-01,4.06,0.04,41.4,23.48,36.23,1.34,2.76,0.0,18|24|25,Championship|League One|League Two,stephen martin,FINAL
789211,Stephen Parkinson,England,39,2026-05-02,2024-01-27,3.67,0.1,38.72,25.15,41.26,1.18,2.59,0.0,24|25,League One|League Two,stephen parkinson,FINAL
789289,Steve Martin,England,4,2026-08-22,2023-12-29,5.0,0.25,55.0,29.25,33.75,1.5,3.75,0.0,18|24|25,Championship|League One|League Two,steve martin,FINAL
787529,Stian Rovig Sletner,Norway,23,2026-08-30,2025-04-20,3.35,0.04,34.35,22.43,43.0,1.04,2.35,0.0,20,Eliteserien,stian rovig sletner,FINAL
52597,Stuart Attwell,England,50,2026-08-23,2023-05-03,4.48,0.12,47.2,21.92,40.2,1.18,3.42,0.0,17|18,Championship|Premier League,stuart attwell,FINAL
788710,Suleyman Bahadir,Türkiye,27,2026-08-14,2024-01-19,3.3,0.04,33.7,24.11,33.76,1.07,2.26,0.0,98,1. Lig,suleyman bahadir,FINAL
786716,Svein Tore Sinnes,Norway,50,2026-08-30,2023-05-12,3.24,0.14,35.2,22.68,43.48,0.92,2.42,0.04,20,Eliteserien,svein tore sinnes,FINAL
102954,Sven Jablonski,Germany,50,2026-08-29,2024-01-20,3.42,0.12,36.6,20.32,36.61,1.28,2.26,0.0,35|44|185,2. Bundesliga|Bundesliga|Super League Greece,sven jablonski,FINAL
786241,Sven Wolfensberger,Switzerland,50,2026-08-30,2022-11-12,4.98,0.18,53.4,26.46,25.44,1.78,3.38,0.0,215,Swiss Super League,sven wolfensberger,FINAL
789529,Svend Funder,Denmark,14,2026-08-28,2025-08-24,3.07,0.14,33.57,19.79,28.43,1.21,2.0,0.0,39,Danish Superliga,svend funder,FINAL
787698,Szabolcs Kovacs,Romania,50,2026-08-30,2023-09-22,4.34,0.16,46.6,22.38,37.24,1.54,2.96,0.0,152,Liga I,szabolcs kovacs,FINAL
789514,Thaillan Azevedo Gomes,Brazil,11,2026-07-26,2024-07-28,4.91,0.36,56.36,27.5,22.27,2.36,2.91,0.0,390,Brasileirão Série B,thaillan azevedo gomes,FINAL
787243,Thierry Bouille,France,50,2026-05-09,2019-09-20,3.7,0.16,40.2,27.9,35.2,1.36,2.5,0.0,182,Ligue 2,thierry bouille,FINAL
785999,Thomas Bramall,England,50,2026-08-21,2024-02-24,3.9,0.1,41.0,21.16,33.77,1.44,2.56,0.0,17|18,Championship|Premier League,thomas bramall,FINAL
789121,Thomas Hardeman,Netherlands,47,2026-08-28,2023-09-22,3.45,0.15,37.45,25.55,35.59,1.09,2.51,0.0,131,Eerste Divisie,thomas hardeman,FINAL
788299,Thomas Kirk,England,50,2026-05-17,2024-12-07,4.4,0.12,46.4,22.72,38.39,1.1,3.42,0.0,17|18|24|25,Championship|League One|League Two|Premier League,thomas kirk,FINAL
787404,Thomas Parsons,England,50,2026-08-20,2024-10-29,4.0,0.18,43.6,23.42,30.98,1.54,2.64,0.0,18|24|25,Championship|League One|League Two,thomas parsons,FINAL
788614,Thomas Vincent,France,1,2026-08-21,2026-08-21,8.0,0.0,80.0,33.0,17.0,5.0,3.0,0.0,182,Ligue 2,thomas vincent,FINAL
788622,Tifenn Leprodhomme,France,17,2026-08-21,2025-08-09,3.0,0.18,33.53,27.65,32.88,1.24,1.94,0.0,182,Ligue 2,tifenn leprodhomme,FINAL
108401,Tim Robinson,England,50,2026-08-15,2023-12-26,4.24,0.12,44.8,23.3,39.02,1.28,3.08,0.0,17|18|24,Championship|League One|Premier League,tim robinson,FINAL
787369,Timo Gansloweit,Germany,18,2026-08-16,2025-02-22,4.5,0.17,48.33,25.0,34.94,1.39,3.28,0.0,44,2. Bundesliga,timo gansloweit,FINAL
102665,Timo Gerach,Germany,50,2026-08-30,2021-11-28,4.04,0.28,46.0,20.9,33.8,1.5,2.82,0.0,35|44,2. Bundesliga|Bundesliga,timo gerach,FINAL
71289,Tobias Stieler,Germany,50,2026-08-29,2023-10-28,3.66,0.16,39.8,21.66,29.96,1.6,2.18,0.04,35|44|185,2. Bundesliga|Bundesliga|Super League Greece,tobias stieler,FINAL
52234,Tobias Welz,Germany,50,2026-05-16,2023-03-10,4.64,0.14,49.2,23.22,27.08,1.74,3.04,0.0,35|44,2. Bundesliga|Bundesliga,tobias welz,FINAL
787332,Tom Bauer,Germany,38,2026-08-15,2023-03-05,4.21,0.16,45.26,24.58,32.36,1.24,3.13,0.0,44,2. Bundesliga,tom bauer,FINAL
786008,Tom Nield,England,50,2026-08-29,2024-08-17,3.9,0.06,40.2,23.12,35.59,1.4,2.56,0.0,18|24|25,Championship|League One|League Two,tom nield,FINAL
787670,Tom Reeves,England,50,2026-08-29,2024-09-21,3.26,0.1,34.6,21.94,37.98,0.96,2.4,0.0,18|24|25,Championship|League One|League Two,tom reeves,FINAL
84853,Tony Harrington,England,50,2026-08-30,2024-01-12,3.92,0.18,42.8,22.44,33.65,1.4,2.7,0.0,17|18|24,Championship|League One|Premier League,tony harrington,FINAL
118273,Tore Hansen,Norway,50,2026-08-30,2023-07-22,3.24,0.1,34.4,20.8,37.29,0.98,2.36,0.0,20,Eliteserien,tore hansen,FINAL
787522,Tori Penso,USA,50,2026-08-29,2021-07-21,4.04,0.12,42.8,21.34,31.92,1.48,2.68,0.0,242,MLS,tori penso,FINAL
787093,Turgut Doman,Türkiye,50,2026-08-23,2022-04-17,4.18,0.16,45.0,25.56,31.57,1.66,2.68,0.0,52|98,1. Lig|Süper Lig,turgut doman,FINAL
785374,Umit Ozturk,Türkiye,50,2026-08-28,2023-03-04,4.48,0.14,47.6,25.42,37.33,1.34,3.28,0.0,52|98,1. Lig|Süper Lig,umit ozturk,FINAL
180269,Urs Schnyder,Switzerland,50,2026-08-01,2023-11-05,3.9,0.2,43.0,23.52,33.02,1.5,2.56,0.04,215,Swiss Super League,urs schnyder,FINAL
788387,Valerio Crezzini,Italy,35,2026-08-29,2024-08-25,3.91,0.06,40.29,28.54,34.64,1.37,2.6,0.0,23|53,Serie A|Serie B,valerio crezzini,FINAL
260125,Vasilica Iancu,Portugal,50,2026-08-29,2023-08-20,4.36,0.22,48.0,28.53,34.55,1.3,3.28,0.0,238|239,Liga Portugal|Liga Portugal 2,vasilica iancu,FINAL
786725,Victor Rivas,USA,50,2026-08-29,2024-05-15,4.6,0.2,50.0,23.46,27.02,1.68,3.1,0.02,242,MLS,victor rivas,FINAL
785885,Victor Wolf,Sweden,50,2026-08-23,2024-04-07,3.6,0.02,36.4,24.96,38.52,1.34,2.28,0.0,40,Allsvenskan,victor wolf,FINAL
787633,Viorel Nicusor Flueran,Romania,50,2026-08-24,2021-08-02,2.94,0.12,31.8,21.46,37.38,0.96,2.1,0.0,152,Liga I,viorel nicusor flueran,FINAL
785845,Vitor Ferreira,Portugal,50,2026-08-30,2022-11-05,4.72,0.14,50.0,28.14,30.96,2.06,2.8,0.0,238|239,Liga Portugal|Liga Portugal 2,vitor ferreira,FINAL
790581,Vitor Lopes,Portugal,12,2026-08-22,2025-08-17,4.08,0.17,44.17,24.92,25.64,1.67,2.58,0.0,239,Liga Portugal 2,vitor lopes,FINAL
788021,Vlad Baban,Romania,13,2026-07-25,2022-02-27,4.0,0.38,47.69,21.69,31.75,1.46,2.92,0.0,152,Liga I,vlad baban,FINAL
243151,Wagner do Nascimento Magalhaes,Brazil,50,2026-08-25,2024-07-23,4.9,0.12,51.4,27.14,31.3,1.92,3.1,0.0,325|390,Brasileirão Série A|Brasileirão Série B,wagner do nascimento magalhaes,FINAL
79909,Walter Altmann,Austria,50,2026-08-30,2022-08-07,4.14,0.26,46.6,24.44,39.8,1.18,3.22,0.0,45,Austrian Bundesliga,walter altmann,FINAL
790834,Walter Guadalupe,Peru,7,2026-08-02,2026-02-02,4.57,0.14,48.57,24.71,38.0,1.71,3.0,0.0,406,Liga 1 Perú,walter guadalupe,FINAL
787153,Wesli De Cremer,Belgium,50,2026-08-29,2023-04-09,3.92,0.2,43.2,23.96,32.31,1.4,2.72,0.0,38,Belgian Pro League,wesli de cremer,FINAL
787250,Will Finnie,England,50,2026-08-22,2024-11-05,3.48,0.1,36.8,21.46,33.22,1.4,2.18,0.0,18|24|25,Championship|League One|League Two,will finnie,FINAL
